"Step","Feb25_23-32-25_trpo_rover_TRPO - Reward / Total reward (mean)","Feb25_23-32-25_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb25_23-32-25_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"3427","1.3279263","1.3279263","1.3279263"
"3444","1.4263657","1.4263657","1.4263657"
"3465","1.6679139","1.6679139","1.6679139"
"3494","1.5539963","1.5539963","1.5539963"
"3511","1.3552232","1.3552232","1.3552232"
"3524","1.4918017","1.4918017","1.4918017"
"3545","1.4463029","1.4463029","1.4463029"
"3562","1.3813322","1.3813322","1.3813322"
"3583","1.6130242","1.6130242","1.6130242"
"3604","1.4610552","1.4610552","1.4610552"
"3621","1.2626665","1.2626665","1.2626665"
"3642","1.512664","1.512664","1.512664"
"3671","1.4131207","1.4131207","1.4131207"
"3688","1.3355197","1.3355197","1.3355197"
"3701","1.5863914","1.5863914","1.5863914"
"3722","1.366223","1.366223","1.366223"
"3739","1.4935887","1.4935887","1.4935887"
"3760","0.9054843","0.9054843","0.9054843"
"3789","0.8700542","0.8700542","0.8700542"
"3798","1.5037353","1.5037353","1.5037353"
"3827","1.5733434","1.5733434","1.5733434"
"3840","1.2544646","1.2544646","1.2544646"
"3865","1.0391318","1.0391318","1.0391318"
"3878","1.4639298","1.4639298","1.4639298"
"3907","1.4752462","1.4752462","1.4752462"
"3916","1.4296621","1.4296621","1.4296621"
"3945","1.2843355","1.2843355","1.2843355"
"3958","1.1840857","1.1840857","1.1840857"
"3975","1.1803459","1.1803459","1.1803459"
"3996","1.3020562","1.3020562","1.3020562"
"4025","1.4852906","1.4852906","1.4852906"
"4042","1.3215313","1.3215313","1.3215313"
"4063","1.367304","1.367304","1.367304"
"4076","1.2679082","1.2679082","1.2679082"
"4093","1.0038985","1.0038985","1.0038985"
"4122","1.3129946","1.3129946","1.3129946"
"4135","1.2098216","1.2098216","1.2098216"
"4152","1.1544431","1.1544431","1.1544431"
"4181","1.6072031","1.6072031","1.6072031"
"4194","1.3120937","1.3120937","1.3120937"
"4219","1.2729114","1.2729114","1.2729114"
"4232","1.3047051","1.3047051","1.3047051"
"4253","1.3177223","1.3177223","1.3177223"
"4270","1.5123869","1.5123869","1.5123869"
"4291","1.3718282","1.3718282","1.3718282"
"4312","1.7334162","1.7334162","1.7334162"
"4329","0.8650266","0.8650266","0.8650266"
"4350","1.4446539","1.4446539","1.4446539"
"4371","1.5085965","1.5085965","1.5085965"
"4396","1.1969153","1.1969153","1.1969153"
"4409","1.2384031","1.2384031","1.2384031"
"4430","1.3559504","1.3559504","1.3559504"
"4447","1.3043197","1.3043197","1.3043197"
"4476","1.0053278","1.0053278","1.0053278"
"4497","0.9534723","0.9534723","0.9534723"
"4506","1.5937666","1.5937666","1.5937666"
"4535","1.5192139","1.5192139","1.5192139"
"4556","0.86766434","0.86766434","0.86766434"
"4565","0.72931653","0.72931653","0.72931653"
"4594","0.8936104","0.8936104","0.8936104"
"4615","1.2221413","1.2221413","1.2221413"
"4624","1.2352247","1.2352247","1.2352247"
"4645","1.1538631","1.1538631","1.1538631"
"4666","1.1461772","1.1461772","1.1461772"
"4691","1.2452213","1.2452213","1.2452213"
"4712","1.2784393","1.2784393","1.2784393"
"4725","1.1548463","1.1548463","1.1548463"
"4742","1.0246196","1.0246196","1.0246196"
"4771","1.3492512","1.3492512","1.3492512"
"4792","1.0933719","1.0933719","1.0933719"
"4801","1.4427708","1.4427708","1.4427708"
"4822","1.048319","1.048319","1.048319"
"4843","1.4609747","1.4609747","1.4609747"
"4868","1.2319543","1.2319543","1.2319543"
"4889","0.77335244","0.77335244","0.77335244"
"4910","1.5289735","1.5289735","1.5289735"
"4919","1.3823658","1.3823658","1.3823658"
"4940","0.7759043","0.7759043","0.7759043"
"4969","1.1707901","1.1707901","1.1707901"
"4986","0.6302961","0.6302961","0.6302961"
"5007","1.3559952","1.3559952","1.3559952"
"5028","1.4232632","1.4232632","1.4232632"
"5037","1.58095","1.58095","1.58095"
"5066","1.0290371","1.0290371","1.0290371"
"5087","0.94769627","0.94769627","0.94769627"
"5096","1.2411269","1.2411269","1.2411269"
"5117","1.3917267","1.3917267","1.3917267"
"5138","0.5739049","0.5739049","0.5739049"
"5155","1.0726407","1.0726407","1.0726407"
"5176","1.2006902","1.2006902","1.2006902"
"5197","1.1441035","1.1441035","1.1441035"
"5222","1.2333272","1.2333272","1.2333272"
"5243","1.6319064","1.6319064","1.6319064"
"5264","0.6956012","0.6956012","0.6956012"
"5281","1.4668721","1.4668721","1.4668721"
"5294","1.5738587","1.5738587","1.5738587"
"5315","0.83597857","0.83597857","0.83597857"
"5340","1.5070845","1.5070845","1.5070845"
"5361","1.2550871","1.2550871","1.2550871"
"5374","1.6616676","1.6616676","1.6616676"
"5399","1.4087093","1.4087093","1.4087093"
"5420","1.1455175","1.1455175","1.1455175"
"5441","1.292734","1.292734","1.292734"
"5458","1.1464528","1.1464528","1.1464528"
"5479","1.1149154","1.1149154","1.1149154"
"5492","1.1722225","1.1722225","1.1722225"
"5517","1.2299919","1.2299919","1.2299919"
"5530","1.4386691","1.4386691","1.4386691"
"5551","1.1948206","1.1948206","1.1948206"
"5568","1.4506204","1.4506204","1.4506204"
"5589","1.3300718","1.3300718","1.3300718"
"5610","1.4220941","1.4220941","1.4220941"
"5627","1.1314156","1.1314156","1.1314156"
"5648","1.4325738","1.4325738","1.4325738"
"5669","1.4582272","1.4582272","1.4582272"
"5694","1.2702823","1.2702823","1.2702823"
"5715","1.7018391","1.7018391","1.7018391"
"5728","1.4929433","1.4929433","1.4929433"
"5753","1.0982188","1.0982188","1.0982188"
"5766","1.3036103","1.3036103","1.3036103"
"5787","1.5787741","1.5787741","1.5787741"
"5804","1.4057711","1.4057711","1.4057711"
"5825","1.3760803","1.3760803","1.3760803"
"5846","1.271727","1.271727","1.271727"
"5871","1.36272","1.36272","1.36272"
"5884","1.3673898","1.3673898","1.3673898"
"5913","1.2333671","1.2333671","1.2333671"
"5922","1.4424977","1.4424977","1.4424977"
"5943","1.233894","1.233894","1.233894"
"5964","1.455161","1.455161","1.455161"
"5981","1.2557608","1.2557608","1.2557608"
"6002","1.5422784","1.5422784","1.5422784"
"6031","1.2317612","1.2317612","1.2317612"
"6048","1.4860842","1.4860842","1.4860842"
"6061","1.1622677","1.1622677","1.1622677"
"6082","0.36305466","0.36305466","0.36305466"
"6107","1.1281677","1.1281677","1.1281677"
"6128","1.4862007","1.4862007","1.4862007"
"6141","1.150702","1.150702","1.150702"
"6158","1.4734523","1.4734523","1.4734523"
"6187","1.642751","1.642751","1.642751"
"6200","1.2041438","1.2041438","1.2041438"
"6225","1.0596852","1.0596852","1.0596852"
"6238","1.5540695","1.5540695","1.5540695"
"6259","1.161588","1.161588","1.161588"
"6276","1.3775011","1.3775011","1.3775011"
"6305","1.1427023","1.1427023","1.1427023"
"6326","1.7007304","1.7007304","1.7007304"
"6343","1.1287385","1.1287385","1.1287385"
"6364","0.90888476","0.90888476","0.90888476"
"6385","1.388769","1.388769","1.388769"
"6394","1.3601202","1.3601202","1.3601202"
"6415","1.4794768","1.4794768","1.4794768"
"6436","1.473323","1.473323","1.473323"
"6461","1.1357191","1.1357191","1.1357191"
"6482","1.3322788","1.3322788","1.3322788"
"6495","1.3233205","1.3233205","1.3233205"
"6520","1.4884291","1.4884291","1.4884291"
"6533","1.3417996","1.3417996","1.3417996"
"6562","1.1799066","1.1799066","1.1799066"
"6579","1.0186654","1.0186654","1.0186654"
"6592","1.3119373","1.3119373","1.3119373"
"6613","1.2850696","1.2850696","1.2850696"
"6630","1.2613467","1.2613467","1.2613467"
"6659","1.4338359","1.4338359","1.4338359"
"6680","1.2750995","1.2750995","1.2750995"
"6689","1.3300583","1.3300583","1.3300583"
"6710","1.5588071","1.5588071","1.5588071"
"6731","1.3664659","1.3664659","1.3664659"
"6748","1.2253039","1.2253039","1.2253039"
"6769","1.0135672","1.0135672","1.0135672"
"6798","1.3457801","1.3457801","1.3457801"
"6807","1.5182498","1.5182498","1.5182498"
"6836","1.2573535","1.2573535","1.2573535"
"6849","1.2869126","1.2869126","1.2869126"
"6874","1.059458","1.059458","1.059458"
"6895","1.1187205","1.1187205","1.1187205"
"6916","1.4906693","1.4906693","1.4906693"
"6933","1.411475","1.411475","1.411475"
"6954","1.505489","1.505489","1.505489"
"6975","1.0119416","1.0119416","1.0119416"
"6992","1.4228945","1.4228945","1.4228945"
"7005","1.2027527","1.2027527","1.2027527"
"7026","1.1646624","1.1646624","1.1646624"
"7043","0.97682714","0.97682714","0.97682714"
"7064","1.1207004","1.1207004","1.1207004"
"7085","1.4007318","1.4007318","1.4007318"
"7102","1.1807097","1.1807097","1.1807097"
"7131","1.3209839","1.3209839","1.3209839"
"7152","1.2639213","1.2639213","1.2639213"
"7169","1.2073488","1.2073488","1.2073488"
"7182","1.0632781","1.0632781","1.0632781"
"7203","1.4270616","1.4270616","1.4270616"
"7220","1.3126657","1.3126657","1.3126657"
"7249","1.544114","1.544114","1.544114"
"7262","0.94339955","0.94339955","0.94339955"
"7287","1.6968962","1.6968962","1.6968962"
"7308","1.2134703","1.2134703","1.2134703"
"7321","1.4075797","1.4075797","1.4075797"
"7346","1.5561987","1.5561987","1.5561987"
"7359","1.6647171","1.6647171","1.6647171"
"7380","1.4642684","1.4642684","1.4642684"
"7405","1.51854","1.51854","1.51854"
"7426","1.3212253","1.3212253","1.3212253"
"7439","1.3866899","1.3866899","1.3866899"
"7464","1.5175632","1.5175632","1.5175632"
"7477","1.5039966","1.5039966","1.5039966"
"7506","1.2896901","1.2896901","1.2896901"
"7515","1.0392907","1.0392907","1.0392907"
"7536","1.2958332","1.2958332","1.2958332"
"7565","1.3252659","1.3252659","1.3252659"
"7574","0.728369","0.728369","0.728369"
"7603","1.4325844","1.4325844","1.4325844"
"7616","1.6011294","1.6011294","1.6011294"
"7633","1.4599589","1.4599589","1.4599589"
"7662","1.468929","1.468929","1.468929"
"7675","1.3639334","1.3639334","1.3639334"
"7700","1.29632","1.29632","1.29632"
"7721","1.2821724","1.2821724","1.2821724"
"7734","1.1023128","1.1023128","1.1023128"
"7751","1.0946585","1.0946585","1.0946585"
"7780","1.2719052","1.2719052","1.2719052"
"7793","0.90474486","0.90474486","0.90474486"
"7810","1.0152161","1.0152161","1.0152161"
"7839","1.3725929","1.3725929","1.3725929"
"7852","0.8042766","0.8042766","0.8042766"
"7877","1.1699198","1.1699198","1.1699198"
"7890","1.4159666","1.4159666","1.4159666"
"7911","1.4296658","1.4296658","1.4296658"
"7928","1.312804","1.312804","1.312804"
"7949","1.1550018","1.1550018","1.1550018"
"7978","1.2128088","1.2128088","1.2128088"
"7995","1.227986","1.227986","1.227986"
"8008","1.5567278","1.5567278","1.5567278"
"8029","1.344926","1.344926","1.344926"
"8046","1.1461606","1.1461606","1.1461606"
"8067","1.4640491","1.4640491","1.4640491"
"8088","1.5086428","1.5086428","1.5086428"
"8105","1.4546797","1.4546797","1.4546797"
"8126","1.2839372","1.2839372","1.2839372"
"8155","1.2741166","1.2741166","1.2741166"
"8164","0.93214697","0.93214697","0.93214697"
"8193","1.1840373","1.1840373","1.1840373"
"8214","1.2897849","1.2897849","1.2897849"
"8231","1.4153537","1.4153537","1.4153537"
"8244","1.2748117","1.2748117","1.2748117"
"8265","1.3341181","1.3341181","1.3341181"
"8282","1.5123131","1.5123131","1.5123131"
"8303","1.1192892","1.1192892","1.1192892"
"8332","1.4010798","1.4010798","1.4010798"
"8341","1.4349463","1.4349463","1.4349463"
"8370","1.3960718","1.3960718","1.3960718"
"8383","1.1933943","1.1933943","1.1933943"
"8400","1.3819051","1.3819051","1.3819051"
"8421","1.1912162","1.1912162","1.1912162"
"8442","1.2905394","1.2905394","1.2905394"
"8459","0.86792827","0.86792827","0.86792827"
"8488","1.2135165","1.2135165","1.2135165"
"8501","1.59058","1.59058","1.59058"
"8526","1.516371","1.516371","1.516371"
"8539","1.3970332","1.3970332","1.3970332"
"8568","1.2860632","1.2860632","1.2860632"
"8577","1.2542518","1.2542518","1.2542518"
"8598","1.1424037","1.1424037","1.1424037"
"8619","0.96788365","0.96788365","0.96788365"
"8636","1.4109653","1.4109653","1.4109653"
"8657","0.79012924","0.79012924","0.79012924"
"8686","1.3141509","1.3141509","1.3141509"
"8695","1.380581","1.380581","1.380581"
"8716","1.326081","1.326081","1.326081"
"8745","1.3119293","1.3119293","1.3119293"
"8754","1.5006409","1.5006409","1.5006409"
"8775","1.4667037","1.4667037","1.4667037"
"8804","1.5202303","1.5202303","1.5202303"
"8813","1.2163166","1.2163166","1.2163166"
"8842","1.6402303","1.6402303","1.6402303"
"8855","1.4409227","1.4409227","1.4409227"
"8872","1.4001324","1.4001324","1.4001324"
"8893","1.1372818","1.1372818","1.1372818"
"8914","0.870689","0.870689","0.870689"
"8931","1.1404516","1.1404516","1.1404516"
"8952","1.1806196","1.1806196","1.1806196"
"8981","1.1875799","1.1875799","1.1875799"
"8990","1.4671212","1.4671212","1.4671212"
"9011","1.515898","1.515898","1.515898"
"9040","1.5450249","1.5450249","1.5450249"
"9049","1.278805","1.278805","1.278805"
"9070","1.3201461","1.3201461","1.3201461"
"9091","0.8729664","0.8729664","0.8729664"
"9108","0.84648025","0.84648025","0.84648025"
"9129","1.0401355","1.0401355","1.0401355"
"9150","1.369598","1.369598","1.369598"
"9167","1.588054","1.588054","1.588054"
"9196","1.616471","1.616471","1.616471"
"9217","1.4354507","1.4354507","1.4354507"
"9234","1.4421122","1.4421122","1.4421122"
"9255","1.4885228","1.4885228","1.4885228"
"9276","1.6335852","1.6335852","1.6335852"
"9293","0.9531522","0.9531522","0.9531522"
"9306","1.0542288","1.0542288","1.0542288"
"9335","1.3659298","1.3659298","1.3659298"
"9352","0.95638996","0.95638996","0.95638996"
"9373","1.1872811","1.1872811","1.1872811"
"9386","1.5692112","1.5692112","1.5692112"
"9403","1.1664466","1.1664466","1.1664466"
"9424","1.4011667","1.4011667","1.4011667"
"9445","1.4507823","1.4507823","1.4507823"
"9470","1.3400437","1.3400437","1.3400437"
"9483","1.3923627","1.3923627","1.3923627"
"9504","1.0699667","1.0699667","1.0699667"
"9529","0.68828017","0.68828017","0.68828017"
"9542","1.4291799","1.4291799","1.4291799"
"9571","1.5756148","1.5756148","1.5756148"
"9588","1.0419475","1.0419475","1.0419475"
"9601","1.3327234","1.3327234","1.3327234"
"9622","1.5427996","1.5427996","1.5427996"
"9639","1.5235817","1.5235817","1.5235817"
"9668","1.0554483","1.0554483","1.0554483"
"9689","1.2269069","1.2269069","1.2269069"
"9706","1.4316727","1.4316727","1.4316727"
"9727","1.2273335","1.2273335","1.2273335"
"9748","1.2026851","1.2026851","1.2026851"
"9765","1.6264019","1.6264019","1.6264019"
"9778","1.3047277","1.3047277","1.3047277"
"9807","1.3719463","1.3719463","1.3719463"
"9816","1.3471752","1.3471752","1.3471752"
"9845","1.269375","1.269375","1.269375"
"9858","1.4328194","1.4328194","1.4328194"
"9883","1.3233924","1.3233924","1.3233924"
"9896","1.4335738","1.4335738","1.4335738"
"9917","1.2995881","1.2995881","1.2995881"
"9934","1.5173887","1.5173887","1.5173887"
"9955","1.0207418","1.0207418","1.0207418"
"9976","1.39971","1.39971","1.39971"
"10001","1.5462412","1.5462412","1.5462412"
"10014","1.3525065","1.3525065","1.3525065"
"10043","1.3067682","1.3067682","1.3067682"
"10060","1.08098","1.08098","1.08098"
"10073","1.4187887","1.4187887","1.4187887"
"10094","1.4450917","1.4450917","1.4450917"
"10119","1.1842062","1.1842062","1.1842062"
"10132","1.7019866","1.7019866","1.7019866"
"10153","1.4573559","1.4573559","1.4573559"
"10170","1.345451","1.345451","1.345451"
"10191","1.3494598","1.3494598","1.3494598"
"10212","1.3046517","1.3046517","1.3046517"
"10237","1.4284917","1.4284917","1.4284917"
"10258","1.0834886","1.0834886","1.0834886"
"10279","1.5603093","1.5603093","1.5603093"
"10296","1.3977692","1.3977692","1.3977692"
"10309","1.5113711","1.5113711","1.5113711"
"10338","1.6258433","1.6258433","1.6258433"
"10347","1.5180645","1.5180645","1.5180645"
"10376","1.4822408","1.4822408","1.4822408"
"10389","1.0826392","1.0826392","1.0826392"
"10406","1.1984801","1.1984801","1.1984801"
"10435","1.5631723","1.5631723","1.5631723"
"10448","1.2817831","1.2817831","1.2817831"
"10473","1.3331538","1.3331538","1.3331538"
"10494","1.4132361","1.4132361","1.4132361"
"10507","1.2545966","1.2545966","1.2545966"
"10524","1.139824","1.139824","1.139824"
"10545","1.3473516","1.3473516","1.3473516"
"10574","1.4796183","1.4796183","1.4796183"
"10583","1.4169545","1.4169545","1.4169545"
"10604","1.218865","1.218865","1.218865"
"10625","1.5052261","1.5052261","1.5052261"
"10642","1.5352356","1.5352356","1.5352356"
"10663","1.3831911","1.3831911","1.3831911"
"10692","1.388956","1.388956","1.388956"
"10709","1.1780779","1.1780779","1.1780779"
"10722","1.4226781","1.4226781","1.4226781"
"10743","1.4930892","1.4930892","1.4930892"
"10760","1.2305255","1.2305255","1.2305255"
"10781","1.1168157","1.1168157","1.1168157"
"10810","1.215156","1.215156","1.215156"
"10827","1.4087077","1.4087077","1.4087077"
"10848","1.31258","1.31258","1.31258"
"10861","0.9879851","0.9879851","0.9879851"
"10878","1.1634365","1.1634365","1.1634365"
"10907","1.3980396","1.3980396","1.3980396"
"10920","1.1279678","1.1279678","1.1279678"
"10945","1.5714109","1.5714109","1.5714109"
"10958","1.6108806","1.6108806","1.6108806"
"10987","1.4358519","1.4358519","1.4358519"
"10996","1.4809476","1.4809476","1.4809476"
"11017","0.73569304","0.73569304","0.73569304"
"11038","1.5068849","1.5068849","1.5068849"
"11063","1.4444947","1.4444947","1.4444947"
"11076","1.3326054","1.3326054","1.3326054"
"11105","1.4341824","1.4341824","1.4341824"
"11114","1.5116082","1.5116082","1.5116082"
"11135","1.6849792","1.6849792","1.6849792"
"11164","1.441601","1.441601","1.441601"
"11181","1.5355463","1.5355463","1.5355463"
"11194","1.1963551","1.1963551","1.1963551"
"11215","1.3352259","1.3352259","1.3352259"
"11232","0.8693908","0.8693908","0.8693908"
"11253","1.3430542","1.3430542","1.3430542"
"11282","1.6482402","1.6482402","1.6482402"
"11299","1.2074379","1.2074379","1.2074379"
"11312","1.1978424","1.1978424","1.1978424"
"11333","1.1098788","1.1098788","1.1098788"
"11358","1.5193088","1.5193088","1.5193088"
"11371","1.0886306","1.0886306","1.0886306"
"11392","1.2754215","1.2754215","1.2754215"
"11409","0.9930874","0.9930874","0.9930874"
"11438","1.5427063","1.5427063","1.5427063"
"11451","1.285845","1.285845","1.285845"
"11468","1.1697885","1.1697885","1.1697885"
"11489","1.1024828","1.1024828","1.1024828"
"11510","1.3571762","1.3571762","1.3571762"
"11535","1.516792","1.516792","1.516792"
"11548","1.6077502","1.6077502","1.6077502"
"11577","1.0583098","1.0583098","1.0583098"
"11586","1.3291569","1.3291569","1.3291569"
"11615","1.1894486","1.1894486","1.1894486"
"11628","1.4585066","1.4585066","1.4585066"
"11653","1.1246402","1.1246402","1.1246402"
"11666","1.5086838","1.5086838","1.5086838"
"11687","1.5357453","1.5357453","1.5357453"
"11712","1.2401087","1.2401087","1.2401087"
"11733","1.495334","1.495334","1.495334"
"11754","1.4866785","1.4866785","1.4866785"
"11763","1.4471203","1.4471203","1.4471203"
"11784","1.1298329","1.1298329","1.1298329"
"11805","1.4781857","1.4781857","1.4781857"
"11822","1.3444438","1.3444438","1.3444438"
"11843","1.5721033","1.5721033","1.5721033"
"11864","1.183415","1.183415","1.183415"
"11881","1.5499935","1.5499935","1.5499935"
"11902","1.4057102","1.4057102","1.4057102"
"11931","1.5520616","1.5520616","1.5520616"
"11940","1.640068","1.640068","1.640068"
