"Step","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"5495","0.4732765","0.4732765","0.4732765"
"5516","0.43718013","0.43718013","0.43718013"
"5533","-0.16824764","-0.16824764","-0.16824764"
"5546","0.11825858","0.11825858","0.11825858"
"5575","0.0024544918","0.0024544918","0.0024544918"
"5592","-0.26164728","-0.26164728","-0.26164728"
"5605","0.16796228","0.16796228","0.16796228"
"5634","-0.13171598","-0.13171598","-0.13171598"
"5651","0.41740388","0.41740388","0.41740388"
"5672","0.008050545","0.008050545","0.008050545"
"5685","0.30153978","0.30153978","0.30153978"
"5710","0.43871376","0.43871376","0.43871376"
"5731","-0.11484764","-0.11484764","-0.11484764"
"5752","-0.12999143","-0.12999143","-0.12999143"
"5769","-0.17884599","-0.17884599","-0.17884599"
"5790","0.20869607","0.20869607","0.20869607"
"5811","0.23835737","0.23835737","0.23835737"
"5820","0.10409184","0.10409184","0.10409184"
"5849","0.113335215","0.113335215","0.113335215"
"5870","0.2104656","0.2104656","0.2104656"
"5887","0.122829854","0.122829854","0.122829854"
"5908","0.15997598","0.15997598","0.15997598"
"5929","0.21070415","0.21070415","0.21070415"
"5946","0.043755826","0.043755826","0.043755826"
"5959","-0.093040094","-0.093040094","-0.093040094"
"5988","0.20001459","0.20001459","0.20001459"
"6005","0.47041553","0.47041553","0.47041553"
"6026","-0.24615009","-0.24615009","-0.24615009"
"6047","0.19784606","0.19784606","0.19784606"
"6064","0.11203265","0.11203265","0.11203265"
"6085","0.05788397","0.05788397","0.05788397"
"6106","0.09239128","0.09239128","0.09239128"
"6123","0.26085135","0.26085135","0.26085135"
"6144","0.24134947","0.24134947","0.24134947"
"6157","0.052649915","0.052649915","0.052649915"
"6182","0.10601959","0.10601959","0.10601959"
"6203","0.5038157","0.5038157","0.5038157"
"6224","0.37864694","0.37864694","0.37864694"
"6241","0.07749159","0.07749159","0.07749159"
"6262","0.18062605","0.18062605","0.18062605"
"6283","0.46978498","0.46978498","0.46978498"
"6300","-0.26669696","-0.26669696","-0.26669696"
"6321","0.14420378","0.14420378","0.14420378"
"6342","-0.0919403","-0.0919403","-0.0919403"
"6359","0.056924198","0.056924198","0.056924198"
"6380","0.041504074","0.041504074","0.041504074"
"6393","0.11485658","0.11485658","0.11485658"
"6418","0.0037219124","0.0037219124","0.0037219124"
"6439","0.19310778","0.19310778","0.19310778"
"6460","0.044785935","0.044785935","0.044785935"
"6477","-0.10284034","-0.10284034","-0.10284034"
"6490","0.11430077","0.11430077","0.11430077"
"6519","0.33408627","0.33408627","0.33408627"
"6528","0.14334174","0.14334174","0.14334174"
"6557","0.26301482","0.26301482","0.26301482"
"6578","0.2714295","0.2714295","0.2714295"
"6587","0.10043161","0.10043161","0.10043161"
"6616","-0.023684038","-0.023684038","-0.023684038"
"6637","-0.012537693","-0.012537693","-0.012537693"
"6654","0.28855562","0.28855562","0.28855562"
"6667","-0.082310274","-0.082310274","-0.082310274"
"6696","0.22647475","0.22647475","0.22647475"
"6713","0.78625983","0.78625983","0.78625983"
"6734","0.23999515","0.23999515","0.23999515"
"6755","0.118838996","0.118838996","0.118838996"
"6772","0.42849594","0.42849594","0.42849594"
"6785","0.21556483","0.21556483","0.21556483"
"6814","0.27557856","0.27557856","0.27557856"
"6831","-0.030528968","-0.030528968","-0.030528968"
"6852","0.38455","0.38455","0.38455"
"6873","-0.3020368","-0.3020368","-0.3020368"
"6890","0.5978976","0.5978976","0.5978976"
"6903","0.60435253","0.60435253","0.60435253"
"6932","0.4378585","0.4378585","0.4378585"
"6949","0.09253258","0.09253258","0.09253258"
"6970","0.12740482","0.12740482","0.12740482"
"6991","0.086337894","0.086337894","0.086337894"
"7008","-0.059203234","-0.059203234","-0.059203234"
"7029","0.0791287","0.0791287","0.0791287"
"7050","0.13516639","0.13516639","0.13516639"
"7067","0.2671675","0.2671675","0.2671675"
"7088","-0.114655495","-0.114655495","-0.114655495"
"7109","0.17525546","0.17525546","0.17525546"
"7126","0.6335016","0.6335016","0.6335016"
"7147","0.5154706","0.5154706","0.5154706"
"7160","0.3307345","0.3307345","0.3307345"
"7177","0.50146157","0.50146157","0.50146157"
"7206","0.28197175","0.28197175","0.28197175"
"7227","0.63921714","0.63921714","0.63921714"
"7244","0.27626443","0.27626443","0.27626443"
"7265","0.41293594","0.41293594","0.41293594"
"7286","0.42870122","0.42870122","0.42870122"
"7295","0.116525896","0.116525896","0.116525896"
"7316","-0.09362074","-0.09362074","-0.09362074"
"7345","0.228593","0.228593","0.228593"
"7362","-0.07204443","-0.07204443","-0.07204443"
"7375","0.24730958","0.24730958","0.24730958"
"7404","0.90181524","0.90181524","0.90181524"
"7413","0.15542208","0.15542208","0.15542208"
"7442","0.3686384","0.3686384","0.3686384"
"7463","0.47289976","0.47289976","0.47289976"
"7480","0.08059167","0.08059167","0.08059167"
"7501","0.44698632","0.44698632","0.44698632"
"7522","-0.08816478","-0.08816478","-0.08816478"
"7539","-0.08775995","-0.08775995","-0.08775995"
"7560","0.10615157","0.10615157","0.10615157"
"7581","0.027272368","0.027272368","0.027272368"
"7598","-0.008303845","-0.008303845","-0.008303845"
"7611","0.02966036","0.02966036","0.02966036"
"7640","0.102804475","0.102804475","0.102804475"
"7657","0.09960276","0.09960276","0.09960276"
"7678","-0.1869909","-0.1869909","-0.1869909"
"7699","0.0850361","0.0850361","0.0850361"
"7716","-0.13916369","-0.13916369","-0.13916369"
"7737","0.110128805","0.110128805","0.110128805"
"7758","0.07714522","0.07714522","0.07714522"
"7775","0.12596211","0.12596211","0.12596211"
"7788","-0.21086884","-0.21086884","-0.21086884"
"7817","0.27591294","0.27591294","0.27591294"
"7834","0.13344638","0.13344638","0.13344638"
"7855","0.09727435","0.09727435","0.09727435"
"7876","0.25490424","0.25490424","0.25490424"
"7893","0.1529784","0.1529784","0.1529784"
"7914","0.4340836","0.4340836","0.4340836"
"7927","0.45535547","0.45535547","0.45535547"
"7952","0.006681805","0.006681805","0.006681805"
"7973","0.24373521","0.24373521","0.24373521"
"7986","0.17975347","0.17975347","0.17975347"
"8011","0.40922678","0.40922678","0.40922678"
"8032","0.13134935","0.13134935","0.13134935"
"8053","0.37678683","0.37678683","0.37678683"
"8070","0.29394475","0.29394475","0.29394475"
"8091","0.16364697","0.16364697","0.16364697"
"8112","0.08702404","0.08702404","0.08702404"
"8129","0.07733359","0.07733359","0.07733359"
"8150","0.1676444","0.1676444","0.1676444"
"8171","0.51807004","0.51807004","0.51807004"
"8188","0.21623808","0.21623808","0.21623808"
"8209","-0.060026903","-0.060026903","-0.060026903"
"8230","0.13330372","0.13330372","0.13330372"
"8247","0.30267224","0.30267224","0.30267224"
"8260","0.16126731","0.16126731","0.16126731"
"8289","0.13638794","0.13638794","0.13638794"
"8306","0.21814713","0.21814713","0.21814713"
"8327","0.13701312","0.13701312","0.13701312"
"8348","0.10014071","0.10014071","0.10014071"
"8365","0.43759882","0.43759882","0.43759882"
"8378","-0.04567533","-0.04567533","-0.04567533"
"8407","0.46644026","0.46644026","0.46644026"
"8424","-0.14922857","-0.14922857","-0.14922857"
"8445","0.09036201","0.09036201","0.09036201"
"8466","-0.22871076","-0.22871076","-0.22871076"
"8483","0.3655892","0.3655892","0.3655892"
"8504","0.3342349","0.3342349","0.3342349"
"8525","-0.1556888","-0.1556888","-0.1556888"
"8542","0.47230226","0.47230226","0.47230226"
"8563","0.17906483","0.17906483","0.17906483"
"8584","0.042871602","0.042871602","0.042871602"
"8601","0.05641562","0.05641562","0.05641562"
"8622","0.07414044","0.07414044","0.07414044"
"8643","0.07775747","0.07775747","0.07775747"
"8660","-0.2860238","-0.2860238","-0.2860238"
"8681","0.3231653","0.3231653","0.3231653"
"8702","-0.047684282","-0.047684282","-0.047684282"
"8719","0.025159148","0.025159148","0.025159148"
"8740","-0.043740127","-0.043740127","-0.043740127"
"8761","0.24277325","0.24277325","0.24277325"
"8778","0.111519665","0.111519665","0.111519665"
"8799","0.14339443","0.14339443","0.14339443"
"8820","-0.11242067","-0.11242067","-0.11242067"
"8837","0.32406223","0.32406223","0.32406223"
"8858","0.052843668","0.052843668","0.052843668"
"8879","0.028814876","0.028814876","0.028814876"
"8896","0.29371747","0.29371747","0.29371747"
"8917","0.3768217","0.3768217","0.3768217"
"8938","0.11220455","0.11220455","0.11220455"
"8955","0.028910104","0.028910104","0.028910104"
"8976","0.115851745","0.115851745","0.115851745"
"8997","0.20006454","0.20006454","0.20006454"
"9014","-0.09001219","-0.09001219","-0.09001219"
"9035","0.14310226","0.14310226","0.14310226"
"9056","0.09786721","0.09786721","0.09786721"
"9073","0.33789977","0.33789977","0.33789977"
"9094","0.19702291","0.19702291","0.19702291"
"9107","-0.10520357","-0.10520357","-0.10520357"
"9132","0.38913617","0.38913617","0.38913617"
"9153","0.6735013","0.6735013","0.6735013"
"9174","0.10274029","0.10274029","0.10274029"
"9191","0.42710894","0.42710894","0.42710894"
"9212","0.040279932","0.040279932","0.040279932"
"9233","-0.12901923","-0.12901923","-0.12901923"
"9250","0.2816507","0.2816507","0.2816507"
"9271","0.26087746","0.26087746","0.26087746"
"9292","0.28620744","0.28620744","0.28620744"
"9309","0.15691064","0.15691064","0.15691064"
"9330","0.019469723","0.019469723","0.019469723"
"9343","0.4450405","0.4450405","0.4450405"
"9368","-0.011444794","-0.011444794","-0.011444794"
"9389","0.08687139","0.08687139","0.08687139"
"9410","0.10324893","0.10324893","0.10324893"
"9427","0.1648223","0.1648223","0.1648223"
"9448","0.12537129","0.12537129","0.12537129"
"9461","0.13071252","0.13071252","0.13071252"
"9486","0.07132467","0.07132467","0.07132467"
"9507","-0.22740586","-0.22740586","-0.22740586"
"9528","0.4075625","0.4075625","0.4075625"
"9545","-0.08727399","-0.08727399","-0.08727399"
"9558","-0.17215268","-0.17215268","-0.17215268"
"9587","0.9265637","0.9265637","0.9265637"
"9596","0.14222252","0.14222252","0.14222252"
"9625","0.44151756","0.44151756","0.44151756"
"9638","0.04658286","0.04658286","0.04658286"
"9663","0.3375488","0.3375488","0.3375488"
"9684","0.45203403","0.45203403","0.45203403"
"9705","0.08253066","0.08253066","0.08253066"
