"Step","Feb12_14-13-59_PPO - Loss / Value loss","Feb12_14-13-59_PPO - Loss / Value loss__MIN","Feb12_14-13-59_PPO - Loss / Value loss__MAX"
"29","0","0","0"
"55","0.00007189477","0.00007189477","0.00007189477"
"92","0.0004905278","0.0004905278","0.0004905278"
"112","0.0007951826","0.0007951826","0.0007951826"
"149","0.0015317086","0.0015317086","0.0015317086"
"169","0.0012064166","0.0012064166","0.0012064166"
"206","0.0016790639","0.0016790639","0.0016790639"
"226","0.00072780094","0.00072780094","0.00072780094"
"263","0.00045300223","0.00045300223","0.00045300223"
"283","0.00039071238","0.00039071238","0.00039071238"
"320","0.0009908264","0.0009908264","0.0009908264"
"340","0.000388754","0.000388754","0.000388754"
"377","0.00026923494","0.00026923494","0.00026923494"
"397","0.00039248803","0.00039248803","0.00039248803"
"434","0.0007350694","0.0007350694","0.0007350694"
"454","0.0019305623","0.0019305623","0.0019305623"
"491","0.0022801287","0.0022801287","0.0022801287"
"511","0.0006657153","0.0006657153","0.0006657153"
"548","0.0009196556","0.0009196556","0.0009196556"
"568","0.00022053385","0.00022053385","0.00022053385"
"605","0.00047695744","0.00047695744","0.00047695744"
"625","0.0017519286","0.0017519286","0.0017519286"
"662","0.0008951373","0.0008951373","0.0008951373"
"682","0.00029617446","0.00029617446","0.00029617446"
"719","0.0005519985","0.0005519985","0.0005519985"
"739","0.0007038882","0.0007038882","0.0007038882"
"776","0.00015628291","0.00015628291","0.00015628291"
"796","0.00137573","0.00137573","0.00137573"
"833","0.00044783883","0.00044783883","0.00044783883"
"853","0.00055583403","0.00055583403","0.00055583403"
"890","0.0015707946","0.0015707946","0.0015707946"
"910","0.00028407664","0.00028407664","0.00028407664"
"947","0.0009386977","0.0009386977","0.0009386977"
"967","0.00087010703","0.00087010703","0.00087010703"
"1004","0.0002134383","0.0002134383","0.0002134383"
"1024","0.00043398162","0.00043398162","0.00043398162"
"1061","0.00075918506","0.00075918506","0.00075918506"
"1081","0.0006948602","0.0006948602","0.0006948602"
"1118","0.00047020838","0.00047020838","0.00047020838"
"1138","0.0013558856","0.0013558856","0.0013558856"
"1175","0.00084035407","0.00084035407","0.00084035407"
"1195","0.00078134274","0.00078134274","0.00078134274"
"1232","0.00035977483","0.00035977483","0.00035977483"
"1252","0.00059627945","0.00059627945","0.00059627945"
"1289","0.00037424674","0.00037424674","0.00037424674"
"1309","0.00043812612","0.00043812612","0.00043812612"
"1346","0.00045126467","0.00045126467","0.00045126467"
"1366","0.0003043084","0.0003043084","0.0003043084"
"1403","0.0018013581","0.0018013581","0.0018013581"
"1423","0.00067014585","0.00067014585","0.00067014585"
"1460","0.00042137355","0.00042137355","0.00042137355"
"1480","0.00038052796","0.00038052796","0.00038052796"
"1517","0.0005952176","0.0005952176","0.0005952176"
"1537","0.00021525916","0.00021525916","0.00021525916"
"1574","0.00023718878","0.00023718878","0.00023718878"
"1594","0.001246322","0.001246322","0.001246322"
"1631","0.00070256484","0.00070256484","0.00070256484"
"1651","0.00042749793","0.00042749793","0.00042749793"
"1688","0.00035437508","0.00035437508","0.00035437508"
"1708","0.00021123003","0.00021123003","0.00021123003"
"1745","0.00024581957","0.00024581957","0.00024581957"
"1765","0.00054289115","0.00054289115","0.00054289115"
"1802","0.00083939993","0.00083939993","0.00083939993"
"1822","0.00043680627","0.00043680627","0.00043680627"
"1859","0.000128866","0.000128866","0.000128866"
"1879","0.00063412637","0.00063412637","0.00063412637"
"1916","0.0012902305","0.0012902305","0.0012902305"
"1936","0.0005028925","0.0005028925","0.0005028925"
"1973","0.0001975177","0.0001975177","0.0001975177"
"1993","0.00013023094","0.00013023094","0.00013023094"
"2030","0.0001979533","0.0001979533","0.0001979533"
"2050","0.00016538017","0.00016538017","0.00016538017"
"2087","0.000345289","0.000345289","0.000345289"
"2107","0.00017597192","0.00017597192","0.00017597192"
"2144","0.00047735465","0.00047735465","0.00047735465"
"2164","0.00027277373","0.00027277373","0.00027277373"
"2201","0.00010663694","0.00010663694","0.00010663694"
"2221","0","0","0"
"2258","0","0","0"
"2278","0.00005894961","0.00005894961","0.00005894961"
"2315","0.000111902526","0.000111902526","0.000111902526"
"2335","0.00014786613","0.00014786613","0.00014786613"
"2372","0.00012668803","0.00012668803","0.00012668803"
"2392","0.000017866","0.000017866","0.000017866"
"2429","0.000022806855","0.000022806855","0.000022806855"
"2449","0.000034322667","0.000034322667","0.000034322667"
"2486","0.000025177684","0.000025177684","0.000025177684"
"2506","0.00008579221","0.00008579221","0.00008579221"
"2543","0.00011177913","0.00011177913","0.00011177913"
"2563","0.000015901562","0.000015901562","0.000015901562"
"2600","0.00006913537","0.00006913537","0.00006913537"
"2620","0.00017800705","0.00017800705","0.00017800705"
"2657","0.000010679267","0.000010679267","0.000010679267"
"2677","0.0005766319","0.0005766319","0.0005766319"
"2714","0.0005761316","0.0005761316","0.0005761316"
"2734","0.00023582048","0.00023582048","0.00023582048"
"2771","0.0001263926","0.0001263926","0.0001263926"
"2791","0.000040055653","0.000040055653","0.000040055653"
"2828","0.0001909954","0.0001909954","0.0001909954"
"2848","0","0","0"
"2885","0","0","0"
"2905","0.0003121394","0.0003121394","0.0003121394"
"2942","0.0005898066","0.0005898066","0.0005898066"
"2962","0.00014522186","0.00014522186","0.00014522186"
"2999","0","0","0"
"3019","0.00067243783","0.00067243783","0.00067243783"
"3056","0.00018511977","0.00018511977","0.00018511977"
"3076","0.0001937505","0.0001937505","0.0001937505"
"3113","0.00003603684","0.00003603684","0.00003603684"
"3133","0.00013869345","0.00013869345","0.00013869345"
"3170","0.00020934068","0.00020934068","0.00020934068"
"3190","0.00010734645","0.00010734645","0.00010734645"
"3227","0.000076142765","0.000076142765","0.000076142765"
"3247","0.00017469395","0.00017469395","0.00017469395"
"3284","0.00023857389","0.00023857389","0.00023857389"
"3304","0.000066610344","0.000066610344","0.000066610344"
"3341","0.00008482354","0.00008482354","0.00008482354"
"3361","0.00008235023","0.00008235023","0.00008235023"
"3398","0.00018573737","0.00018573737","0.00018573737"
"3418","0.00017031371","0.00017031371","0.00017031371"
"3455","0.00014023071","0.00014023071","0.00014023071"
"3475","0.0001573192","0.0001573192","0.0001573192"
"3512","0.000088556066","0.000088556066","0.000088556066"
"3532","0.0001209249","0.0001209249","0.0001209249"
"3569","0.00010548918","0.00010548918","0.00010548918"
"3589","0.00035105547","0.00035105547","0.00035105547"
"3626","0.00019233554","0.00019233554","0.00019233554"
"3646","0.00015548506","0.00015548506","0.00015548506"
"3683","0.00023849313","0.00023849313","0.00023849313"
"3703","0.0006853768","0.0006853768","0.0006853768"
"3740","0.00014715822","0.00014715822","0.00014715822"
"3760","0.00018734435","0.00018734435","0.00018734435"
"3797","0.0003986715","0.0003986715","0.0003986715"
"3817","0.0004729124","0.0004729124","0.0004729124"
"3854","0.00018799427","0.00018799427","0.00018799427"
"3874","0.00036565386","0.00036565386","0.00036565386"
"3911","0.00019898437","0.00019898437","0.00019898437"
"3931","0.0004949492","0.0004949492","0.0004949492"
"3968","0.0003302332","0.0003302332","0.0003302332"
"3988","0.00012507878","0.00012507878","0.00012507878"
"4025","0.00015527257","0.00015527257","0.00015527257"
"4045","0.0003502739","0.0003502739","0.0003502739"
"4082","0.0002537278","0.0002537278","0.0002537278"
"4102","0.000081583414","0.000081583414","0.000081583414"
"4139","0.00017949604","0.00017949604","0.00017949604"
"4159","0.00016691603","0.00016691603","0.00016691603"
"4196","0.00016003275","0.00016003275","0.00016003275"
"4216","0.000054268028","0.000054268028","0.000054268028"
"4253","0.00003457559","0.00003457559","0.00003457559"
"4273","0.000022531594","0.000022531594","0.000022531594"
"4310","0.00009316352","0.00009316352","0.00009316352"
"4330","0.000023218785","0.000023218785","0.000023218785"
