"Step","Feb25_18-22-37_trpo_rover_TRPO - Reward / Total reward (mean)","Feb25_18-22-37_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb25_18-22-37_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"8960","1.5000015","1.5000015","1.5000015"
"8981","1.6430541","1.6430541","1.6430541"
"8998","1.154688","1.154688","1.154688"
"9011","1.1637852","1.1637852","1.1637852"
"9032","1.2741601","1.2741601","1.2741601"
"9057","1.634609","1.634609","1.634609"
"9078","1.4178014","1.4178014","1.4178014"
"9091","1.5890421","1.5890421","1.5890421"
"9108","0.9009641","0.9009641","0.9009641"
"9137","1.4519033","1.4519033","1.4519033"
"9150","1.1497728","1.1497728","1.1497728"
"9167","1.3954387","1.3954387","1.3954387"
"9188","0.9507961","0.9507961","0.9507961"
"9217","1.2975069","1.2975069","1.2975069"
"9234","0.88966376","0.88966376","0.88966376"
"9255","0.9351825","0.9351825","0.9351825"
"9268","1.1671417","1.1671417","1.1671417"
"9285","1.211347","1.211347","1.211347"
"9314","1.5828309","1.5828309","1.5828309"
"9327","1.3979744","1.3979744","1.3979744"
"9352","1.4719542","1.4719542","1.4719542"
"9365","1.5202357","1.5202357","1.5202357"
"9394","1.4404231","1.4404231","1.4404231"
"9411","1.5871469","1.5871469","1.5871469"
"9424","1.4371947","1.4371947","1.4371947"
"9445","1.4538358","1.4538358","1.4538358"
"9470","1.2935756","1.2935756","1.2935756"
"9483","1.5198509","1.5198509","1.5198509"
"9504","1.5055085","1.5055085","1.5055085"
"9521","1.4185951","1.4185951","1.4185951"
"9550","1.2313892","1.2313892","1.2313892"
"9563","1.2764544","1.2764544","1.2764544"
"9580","0.7978641","0.7978641","0.7978641"
"9601","1.4414794","1.4414794","1.4414794"
"9622","1.2964338","1.2964338","1.2964338"
"9647","1.4569434","1.4569434","1.4569434"
"9660","1.4367545","1.4367545","1.4367545"
"9681","1.6271521","1.6271521","1.6271521"
"9698","1.5388012","1.5388012","1.5388012"
"9719","1.271352","1.271352","1.271352"
"9740","1.2095245","1.2095245","1.2095245"
"9765","1.4239799","1.4239799","1.4239799"
"9778","1.4957328","1.4957328","1.4957328"
"9807","1.1582875","1.1582875","1.1582875"
"9824","1.1980054","1.1980054","1.1980054"
"9837","0.9963247","0.9963247","0.9963247"
"9858","1.5374037","1.5374037","1.5374037"
"9875","1.516965","1.516965","1.516965"
"9904","1.6520948","1.6520948","1.6520948"
"9925","0.8618472","0.8618472","0.8618472"
"9934","1.1996213","1.1996213","1.1996213"
"9955","1.3184012","1.3184012","1.3184012"
"9976","1.605164","1.605164","1.605164"
"9993","1.3962195","1.3962195","1.3962195"
"10022","1.2412893","1.2412893","1.2412893"
"10035","1.4560999","1.4560999","1.4560999"
"10060","1.2650205","1.2650205","1.2650205"
"10073","1.4353263","1.4353263","1.4353263"
"10102","1.4973422","1.4973422","1.4973422"
"10111","1.1454239","1.1454239","1.1454239"
"10132","1.6700836","1.6700836","1.6700836"
"10161","1.1076105","1.1076105","1.1076105"
"10170","1.2255815","1.2255815","1.2255815"
"10199","1.0815545","1.0815545","1.0815545"
"10220","1.5759878","1.5759878","1.5759878"
"10229","1.6319482","1.6319482","1.6319482"
