"Step","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MIN","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MAX"
"4990","-6.9538757e-9","-6.9538757e-9","-6.9538757e-9"
"5011","-1.7881394e-8","-1.7881394e-8","-1.7881394e-8"
"5049","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"5070","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"5108","2.483527e-9","2.483527e-9","2.483527e-9"
"5129","-1.3907751e-8","-1.3907751e-8","-1.3907751e-8"
"5167","-5.960465e-9","-5.960465e-9","-5.960465e-9"
"5188","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"5226","3.973643e-9","3.973643e-9","3.973643e-9"
"5247","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"5285","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"5306","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"5344","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"5365","0","0","0"
"5403","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"5424","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"5462","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"5483","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"5521","-2.483527e-8","-2.483527e-8","-2.483527e-8"
"5542","-8.940697e-9","-8.940697e-9","-8.940697e-9"
"5580","3.4769378e-9","3.4769378e-9","3.4769378e-9"
"5601","-1.4901161e-8","-1.4901161e-8","-1.4901161e-8"
"5639","-1.09275184e-8","-1.09275184e-8","-1.09275184e-8"
"5660","1.6887984e-8","1.6887984e-8","1.6887984e-8"
"5698","-1.4901161e-8","-1.4901161e-8","-1.4901161e-8"
"5719","-2.7815503e-8","-2.7815503e-8","-2.7815503e-8"
"5757","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"5778","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"5816","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"5837","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"5875","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"5896","1.2914341e-8","1.2914341e-8","1.2914341e-8"
"5934","-1.2914341e-8","-1.2914341e-8","-1.2914341e-8"
"5955","1.6887984e-8","1.6887984e-8","1.6887984e-8"
"5993","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"6014","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"6052","-6.9538757e-9","-6.9538757e-9","-6.9538757e-9"
"6073","-3.576279e-8","-3.576279e-8","-3.576279e-8"
"6111","7.947286e-9","7.947286e-9","7.947286e-9"
"6132","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"6170","5.960465e-9","5.960465e-9","5.960465e-9"
"6191","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"6229","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"6250","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"6288","3.973643e-9","3.973643e-9","3.973643e-9"
"6309","3.973643e-9","3.973643e-9","3.973643e-9"
"6347","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"6368","4.967054e-10","4.967054e-10","4.967054e-10"
"6406","-2.9802325e-9","-2.9802325e-9","-2.9802325e-9"
"6427","-5.960465e-9","-5.960465e-9","-5.960465e-9"
"6465","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"6486","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"6524","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"6545","7.947286e-9","7.947286e-9","7.947286e-9"
"6583","-1.3907751e-8","-1.3907751e-8","-1.3907751e-8"
"6604","-1.7881394e-8","-1.7881394e-8","-1.7881394e-8"
"6642","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"6663","-5.960465e-9","-5.960465e-9","-5.960465e-9"
"6701","3.973643e-9","3.973643e-9","3.973643e-9"
"6722","0","0","0"
"6760","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"6781","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"6819","0","0","0"
"6840","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"6878","9.934108e-9","9.934108e-9","9.934108e-9"
"6899","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"6937","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"6958","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"6996","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"7017","-7.947286e-9","-7.947286e-9","-7.947286e-9"
