elapsed_s,r0_speed,r0_distance,r0_x,r0_y,r1_speed,r1_distance,r1_x,r1_y
9.003,0.6164,43.8743,102.6837,93.9039,0.5468,30.6933,93.7566,93.4577
9.103,0.5856,43.8743,102.6837,93.9039,0.5194,30.6933,93.7566,93.4577
9.203,0.6497,43.6886,102.6706,93.7181,0.5704,30.5454,93.6035,93.4654
9.303,0.6172,43.6886,102.6706,93.7181,0.5419,30.5454,93.6035,93.4654
9.403,0.5864,43.6886,102.6706,93.7181,0.5148,30.5454,93.6035,93.4654
9.503,0.6504,43.5025,102.683,93.5321,0.5696,30.3864,93.4436,93.4876
9.603,0.6179,43.5025,102.683,93.5321,0.5411,30.3864,93.4436,93.4876
9.703,0.587,43.5025,102.683,93.5321,0.5141,30.3864,93.4436,93.4876
9.803,0.6448,43.3269,102.7193,93.3568,0.5659,30.2287,93.29,93.5255
9.903,0.6125,43.3269,102.7193,93.3568,0.5376,30.2287,93.29,93.5255
10.003,0.5819,43.3269,102.7193,93.3568,0.5107,30.2287,93.29,93.5255
10.103,0.6384,43.1635,102.7696,93.1938,0.5645,30.0707,93.1402,93.5758
10.203,0.6064,43.1635,102.7696,93.1938,0.5363,30.0707,93.1402,93.5758
10.303,0.5761,43.1635,102.7696,93.1938,0.5095,30.0707,93.1402,93.5758
10.403,0.643,42.9791,102.8309,93.0098,0.5624,29.9112,92.9907,93.6318
10.503,0.6109,42.9791,102.8309,93.0098,0.5343,29.9112,92.9907,93.6318
10.603,0.5803,42.9791,102.8309,93.0098,0.5076,29.9112,92.9907,93.6318
10.703,0.6565,42.7728,102.8888,92.8039,0.5555,29.7622,92.8494,93.679
10.803,0.6237,42.7728,102.8888,92.8039,0.5277,29.7622,92.8494,93.679
10.903,0.5925,42.7728,102.8888,92.8039,0.5013,29.7622,92.8494,93.679
11.003,0.6719,42.5528,102.9596,92.5842,0.5444,29.6183,92.711,93.7188
11.103,0.6383,42.5528,102.9596,92.5842,0.5171,29.6183,92.711,93.7188
11.203,0.6064,42.5528,102.9596,92.5842,0.4913,29.6183,92.711,93.7188
11.303,0.576,42.5528,102.9596,92.5842,0.4667,29.6183,92.711,93.7188
11.403,0.655,42.3404,102.9976,92.3718,0.5161,29.4734,92.5692,93.7514
11.503,0.6223,42.3404,102.9976,92.3718,0.4903,29.4734,92.5692,93.7514
11.603,0.5912,42.3404,102.9976,92.3718,0.4658,29.4734,92.5692,93.7514
11.703,0.6635,42.137,103.0085,92.1685,0.5134,29.3347,92.4281,93.7664
11.803,0.6304,42.137,103.0085,92.1685,0.4878,29.3347,92.4281,93.7664
11.903,0.5988,42.137,103.0085,92.1685,0.4634,29.3347,92.4281,93.7664
12.003,0.6662,41.9431,103.013,91.9747,0.5142,29.1944,92.2808,93.7677
12.103,0.6329,41.9431,103.013,91.9747,0.4884,29.1944,92.2808,93.7677
12.203,0.6012,41.9431,103.013,91.9747,0.464,29.1944,92.2808,93.7677
12.303,0.6674,41.749,103.0052,91.7805,0.5166,29.0565,92.1292,93.749
12.403,0.634,41.749,103.0052,91.7805,0.4907,29.0565,92.1292,93.749
12.503,0.6023,41.749,103.0052,91.7805,0.4662,29.0565,92.1292,93.749
12.603,0.6711,41.5544,102.995,91.5859,0.525,28.917,91.9713,93.7171
12.703,0.6375,41.5544,102.995,91.5859,0.4987,28.917,91.9713,93.7171
12.803,0.6057,41.5544,102.995,91.5859,0.4738,28.917,91.9713,93.7171
12.903,0.6731,41.3591,103.0004,91.3906,0.5281,28.7866,91.8206,93.6784
13.003,0.6395,41.3591,103.0004,91.3906,0.5017,28.7866,91.8206,93.6784
13.103,0.6075,41.3591,103.0004,91.3906,0.4766,28.7866,91.8206,93.6784
13.203,0.6786,41.1559,103.0216,91.1875,0.5314,28.6602,91.6701,93.6288
13.303,0.6447,41.1559,103.0216,91.1875,0.5049,28.6602,91.6701,93.6288
13.403,0.6124,41.1559,103.0216,91.1875,0.4796,28.6602,91.6701,93.6288
13.503,0.6844,40.955,103.0608,90.9866,0.5371,28.5354,91.5185,93.5725
13.603,0.6502,40.955,103.0608,90.9866,0.5103,28.5354,91.5185,93.5725
13.703,0.6177,40.955,103.0608,90.9866,0.4847,28.5354,91.5185,93.5725
13.803,0.6825,40.7645,103.1219,90.7961,0.5374,28.4099,91.3675,93.5208
13.903,0.6484,40.7645,103.1219,90.7961,0.5106,28.4099,91.3675,93.5208
14.003,0.616,40.7645,103.1219,90.7961,0.485,28.4099,91.3675,93.5208
14.103,0.6814,40.5823,103.2042,90.6138,0.5305,28.2926,91.2285,93.4797
14.203,0.6473,40.5823,103.2042,90.6138,0.504,28.2926,91.2285,93.4797
14.303,0.615,40.5823,103.2042,90.6138,0.4788,28.2926,91.2285,93.4797
14.403,0.6799,40.4002,103.2924,90.4314,0.5196,28.1805,91.0963,93.4428
14.503,0.6459,40.4002,103.2924,90.4314,0.4937,28.1805,91.0963,93.4428
14.603,0.6136,40.4002,103.2924,90.4314,0.469,28.1805,91.0963,93.4428
14.703,0.6854,40.2243,103.3869,90.2549,0.5251,28.0541,90.9481,93.4042
14.803,0.6511,40.2243,103.3869,90.2549,0.4988,28.0541,90.9481,93.4042
14.903,0.6185,40.2243,103.3869,90.2549,0.4739,28.0541,90.9481,93.4042
15.003,0.6937,40.0496,103.5062,90.0793,0.5279,27.9244,90.7969,93.368
15.103,0.659,40.0496,103.5062,90.0793,0.5015,27.9244,90.7969,93.368
15.204,0.6261,40.0496,103.5062,90.0793,0.4764,27.9244,90.7969,93.368
15.304,0.5948,40.0496,103.5062,90.0793,0.4526,27.9244,90.7969,93.368
15.403,0.6644,39.8938,103.6249,89.9221,0.5117,27.7859,90.638,93.3369
15.503,0.6312,39.8938,103.6249,89.9221,0.4861,27.7859,90.638,93.3369
15.603,0.5996,39.8938,103.6249,89.9221,0.4618,27.7859,90.638,93.3369
15.703,0.6702,39.736,103.7443,89.7625,0.5224,27.642,90.4742,93.3089
15.803,0.6367,39.736,103.7443,89.7625,0.4962,27.642,90.4742,93.3089
15.903,0.6049,39.736,103.7443,89.7625,0.4714,27.642,90.4742,93.3089
16.003,0.6655,39.5736,103.843,89.5984,0.5263,27.4971,90.3101,93.2838
16.103,0.6323,39.5736,103.843,89.5984,0.5,27.4971,90.3101,93.2838
16.203,0.6006,39.5736,103.843,89.5984,0.475,27.4971,90.3101,93.2838
16.303,0.6636,39.4071,103.9176,89.4304,0.5338,27.3526,90.1478,93.2633
16.403,0.6304,39.4071,103.9176,89.4304,0.5072,27.3526,90.1478,93.2633
16.503,0.5989,39.4071,103.9176,89.4304,0.4818,27.3526,90.1478,93.2633
16.603,0.6612,39.235,103.9815,89.2569,0.5379,27.2138,89.9897,93.2377
16.703,0.6281,39.235,103.9815,89.2569,0.511,27.2138,89.9897,93.2377
16.803,0.5967,39.235,103.9815,89.2569,0.4854,27.2138,89.9897,93.2377
16.903,0.6643,39.0457,104.026,89.0665,0.5345,27.0876,89.8448,93.2123
17.003,0.6311,39.0457,104.026,89.0665,0.5078,27.0876,89.8448,93.2123
17.103,0.5996,39.0457,104.026,89.0665,0.4824,27.0876,89.8448,93.2123
17.203,0.6729,38.8391,104.047,88.8593,0.5329,26.9606,89.6973,93.1832
17.303,0.6393,38.8391,104.047,88.8593,0.5062,26.9606,89.6973,93.1832
17.403,0.6073,38.8391,104.047,88.8593,0.4809,26.9606,89.6973,93.1832
17.503,0.6797,38.6292,104.0575,88.6491,0.535,26.8261,89.5405,93.1513
17.603,0.6457,38.6292,104.0575,88.6491,0.5083,26.8261,89.5405,93.1513
17.703,0.6134,38.6292,104.0575,88.6491,0.4829,26.8261,89.5405,93.1513
17.803,0.6864,38.4243,104.0859,88.4434,0.5378,26.6921,89.3855,93.1236
17.903,0.6521,38.4243,104.0859,88.4434,0.5109,26.6921,89.3855,93.1236
18.003,0.6195,38.4243,104.0859,88.4434,0.4854,26.6921,89.3855,93.1236
18.103,0.6853,38.2275,104.1317,88.2454,0.5337,26.5598,89.2347,93.1022
18.203,0.651,38.2275,104.1317,88.2454,0.507,26.5598,89.2347,93.1022
18.303,0.6185,38.2275,104.1317,88.2454,0.4817,26.5598,89.2347,93.1022
18.403,0.6847,38.0335,104.1961,88.0495,0.5235,26.4365,89.0959,93.0874
18.503,0.6505,38.0335,104.1961,88.0495,0.4973,26.4365,89.0959,93.0874
18.603,0.618,38.0335,104.1961,88.0495,0.4725,26.4365,89.0959,93.0874
18.703,0.6807,37.861,104.2789,87.8745,0.5191,26.3052,88.9509,93.079
18.803,0.6467,37.861,104.2789,87.8745,0.4931,26.3052,88.9509,93.079
18.903,0.6144,37.861,104.2789,87.8745,0.4685,26.3052,88.9509,93.079
19.003,0.6809,37.861,104.3813,87.7053,0.5197,26.3052,88.7997,93.0709
19.103,0.6469,37.6953,104.3813,87.7053,0.4937,26.1682,88.7997,93.0709
19.203,0.6145,37.6953,104.3813,87.7053,0.469,26.1682,88.7997,93.0709
19.303,0.5838,37.6953,104.3813,87.7053,0.4456,26.1682,88.7997,93.0709
19.403,0.6504,37.544,104.5008,87.5497,0.497,26.0308,88.6489,93.065
19.503,0.6179,37.544,104.5008,87.5497,0.4722,26.0308,88.6489,93.065
19.603,0.587,37.544,104.5008,87.5497,0.4486,26.0308,88.6489,93.065
19.703,0.6518,37.3942,104.6176,87.3952,0.5013,25.8933,88.495,93.0526
19.803,0.6192,37.3942,104.6176,87.3952,0.4763,25.8933,88.495,93.0526
19.903,0.5883,37.3942,104.6176,87.3952,0.4525,25.8933,88.495,93.0526
20.003,0.6565,37.235,104.7286,87.2313,0.5054,25.7561,88.3422,93.0423
20.103,0.6237,37.235,104.7286,87.2313,0.4802,25.7561,88.3422,93.0423
20.203,0.5925,37.235,104.7286,87.2313,0.4562,25.7561,88.3422,93.0423
20.303,0.6598,37.0636,104.8256,87.0553,0.5098,25.6175,88.1846,93.0248
20.403,0.6268,37.0636,104.8256,87.0553,0.4843,25.6175,88.1846,93.0248
20.503,0.5954,37.0636,104.8256,87.0553,0.4601,25.6175,88.1846,93.0248
20.603,0.6674,36.8796,104.9015,86.8674,0.5149,25.4908,88.0333,92.9922
20.703,0.6341,36.8796,104.9015,86.8674,0.4891,25.4908,88.0333,92.9922
20.803,0.6024,36.8796,104.9015,86.8674,0.4647,25.4908,88.0333,92.9922
20.903,0.6701,36.6934,104.9504,86.6787,0.5206,25.3692,87.8815,92.9464
21.003,0.6366,36.6934,104.9504,86.6787,0.4946,25.3692,87.8815,92.9464
21.103,0.6047,36.6934,104.9504,86.6787,0.4699,25.3692,87.8815,92.9464
21.203,0.6745,36.4962,104.9739,86.48,0.523,25.2539,87.7361,92.9005
21.304,0.6408,36.4962,104.9739,86.48,0.4969,25.2539,87.7361,92.9005
21.403,0.6088,36.4962,104.9739,86.48,0.472,25.2539,87.7361,92.9005
21.503,0.6816,36.2919,104.9896,86.2746,0.524,25.1368,87.5909,92.8602
21.603,0.6475,36.2919,104.9896,86.2746,0.4978,25.1368,87.5909,92.8602
21.703,0.6151,36.2919,104.9896,86.2746,0.4729,25.1368,87.5909,92.8602
21.803,0.6928,36.0782,105.0111,86.0595,0.522,25.0194,87.4491,92.8296
21.903,0.6582,36.0782,105.0111,86.0595,0.4959,25.0194,87.4491,92.8296
22.003,0.6253,36.0782,105.0111,86.0595,0.4711,25.0194,87.4491,92.8296
22.103,0.7002,35.8695,105.0471,85.8486,0.5185,24.8976,87.3074,92.8105
22.203,0.6652,35.8695,105.0471,85.8486,0.4926,24.8976,87.3074,92.8105
22.303,0.6319,35.8695,105.0471,85.8486,0.468,24.8976,87.3074,92.8105
22.403,0.6003,35.8695,105.0471,85.8486,0.4446,24.8976,87.3074,92.8105
22.503,0.6668,35.6873,105.0972,85.6634,0.4926,24.7734,87.1683,92.8037
22.603,0.6335,35.6873,105.0972,85.6634,0.4679,24.7734,87.1683,92.8037
22.703,0.6018,35.6873,105.0972,85.6634,0.4445,24.7734,87.1683,92.8037
22.803,0.6554,35.5427,105.1691,85.5144,0.4925,24.6427,87.0299,92.8147
22.903,0.6226,35.5427,105.1691,85.5144,0.4679,24.6427,87.0299,92.8147
23.003,0.5915,35.5427,105.1691,85.5144,0.4445,24.6427,87.0299,92.8147
23.103,0.6452,35.4036,105.2575,85.3698,0.4925,24.5053,86.8893,92.8374
23.203,0.6129,35.4036,105.2575,85.3698,0.4679,24.5053,86.8893,92.8374
23.303,0.5823,35.4036,105.2575,85.3698,0.4445,24.5053,86.8893,92.8374
23.403,0.6253,35.3003,105.3587,85.26,0.4931,24.3606,86.7469,92.8739
23.503,0.594,35.3003,105.3587,85.26,0.4684,24.3606,86.7469,92.8739
23.603,0.5643,35.3003,105.3587,85.26,0.445,24.3606,86.7469,92.8739
23.703,0.6155,35.2221,105.4725,85.1742,0.5074,24.2103,86.6013,92.9166
23.803,0.5847,35.2221,105.4725,85.1742,0.482,24.2103,86.6013,92.9166
23.903,0.5555,35.2221,105.4725,85.1742,0.4579,24.2103,86.6013,92.9166
24.003,0.6006,35.162,105.6007,85.105,0.5126,24.0552,86.4543,92.968
24.103,0.5705,35.162,105.6007,85.105,0.487,24.0552,86.4543,92.968
24.203,0.542,35.162,105.6007,85.105,0.4627,24.0552,86.4543,92.968
24.303,0.5931,35.1084,105.7458,85.0406,0.5166,23.898,86.3069,93.0237
24.403,0.5634,35.1084,105.7458,85.0406,0.4908,23.898,86.3069,93.0237
24.503,0.5352,35.1084,105.7458,85.0406,0.4662,23.898,86.3069,93.0237
24.603,0.5878,35.054,105.8906,84.9749,0.5239,23.7365,86.154,93.0776
24.703,0.5584,35.054,105.8906,84.9749,0.4978,23.7365,86.154,93.0776
24.803,0.5305,35.054,105.8906,84.9749,0.4729,23.7365,86.154,93.0776
24.903,0.5886,34.9837,106.0383,84.8922,0.5275,23.5788,86.0065,93.1345
25.003,0.5592,34.9837,106.0383,84.8922,0.5012,23.5788,86.0065,93.1345
25.103,0.5312,34.9837,106.0383,84.8922,0.4761,23.5788,86.0065,93.1345
25.203,0.5957,34.8956,106.1871,84.7909,0.53,23.4269,85.8659,93.1921
25.303,0.5659,34.8956,106.1871,84.7909,0.5035,23.4269,85.8659,93.1921
25.404,0.5376,34.8956,106.1871,84.7909,0.4783,23.4269,85.8659,93.1921
25.503,0.5107,34.8956,106.1871,84.7909,0.4544,23.4269,85.8659,93.1921
25.603,0.5817,34.7672,106.3222,84.6498,0.5047,23.2797,85.7331,93.2557
25.703,0.5527,34.7672,106.3222,84.6498,0.4795,23.2797,85.7331,93.2557
25.803,0.525,34.7672,106.3222,84.6498,0.4555,23.2797,85.7331,93.2557
25.903,0.5969,34.6107,106.4314,84.4822,0.511,23.1198,85.5915,93.3304
26.003,0.5671,34.6107,106.4314,84.4822,0.4855,23.1198,85.5915,93.3304
26.103,0.5387,34.6107,106.4314,84.4822,0.4612,23.1198,85.5915,93.3304
26.203,0.6115,34.4506,106.5106,84.3136,0.526,22.9561,85.4479,93.41
26.303,0.5809,34.4506,106.5106,84.3136,0.4997,22.9561,85.4479,93.41
26.403,0.5519,34.4506,106.5106,84.3136,0.4747,22.9561,85.4479,93.41
26.503,0.6195,34.2732,106.5599,84.1303,0.5294,22.8,85.3082,93.4801
26.604,0.5886,34.2732,106.5599,84.1303,0.5029,22.8,85.3082,93.4801
26.704,0.5591,34.2732,106.5599,84.1303,0.4778,22.8,85.3082,93.4801
26.803,0.622,34.0945,106.5783,83.9489,0.5272,22.6536,85.1689,93.5275
26.903,0.5909,34.0945,106.5783,83.9489,0.5008,22.6536,85.1689,93.5275
27.003,0.5613,34.0945,106.5783,83.9489,0.4758,22.6536,85.1689,93.5275
27.103,0.621,33.9177,106.5683,83.7722,0.5293,22.4978,85.0223,93.5815
27.203,0.59,33.9177,106.5683,83.7722,0.5029,22.4978,85.0223,93.5815
27.303,0.5605,33.9177,106.5683,83.7722,0.4777,22.4978,85.0223,93.5815
27.403,0.5324,33.9177,106.5683,83.7722,0.4538,22.4978,85.0223,93.5815
27.503,0.6012,33.738,106.5439,83.594,0.5147,22.3442,84.8679,93.6133
27.603,0.5711,33.738,106.5439,83.594,0.4889,22.3442,84.8679,93.6133
27.703,0.5425,33.738,106.5439,83.594,0.4645,22.3442,84.8679,93.6133
27.803,0.6092,33.5483,106.507,83.4071,0.5256,22.1822,84.6973,93.6301
27.903,0.5788,33.5483,106.507,83.4071,0.4993,22.1822,84.6973,93.6301
28.003,0.5498,33.5483,106.507,83.4071,0.4744,22.1822,84.6973,93.6301
28.103,0.6308,33.3444,106.4741,83.2055,0.5487,22.0128,84.5126,93.6347
28.203,0.5993,33.3444,106.4741,83.2055,0.5213,22.0128,84.5126,93.6347
28.303,0.5693,33.3444,106.4741,83.2055,0.4952,22.0128,84.5126,93.6347
28.403,0.6354,33.1557,106.4646,83.0168,0.5528,21.8577,84.3488,93.6508
28.503,0.6037,33.1557,106.4646,83.0168,0.5252,21.8577,84.3488,93.6508
28.603,0.5735,33.1557,106.4646,83.0168,0.4989,21.8577,84.3488,93.6508
28.703,0.5448,33.1557,106.4646,83.0168,0.474,21.8577,84.3488,93.6508
28.803,0.5635,33.0639,106.466,82.9244,0.5177,21.7256,84.2173,93.6817
28.903,0.5353,33.0639,106.466,82.9244,0.4918,21.7256,84.2173,93.6817
29.003,0.5085,33.0639,106.466,82.9244,0.4672,21.7256,84.2173,93.6817
29.103,0.4931,33.0474,106.452,82.9092,0.5067,21.5971,84.1008,93.7358
29.203,0.4685,33.0474,106.452,82.9092,0.4813,21.5971,84.1008,93.7358
29.303,0.4451,33.0474,106.452,82.9092,0.4573,21.5971,84.1008,93.7358
29.403,0.4251,33.0494,106.4482,82.9116,0.4922,21.4816,83.9986,93.7899
29.503,0.4038,33.0494,106.4482,82.9116,0.4676,21.4816,83.9986,93.7899
29.604,0.3836,33.0494,106.4482,82.9116,0.4442,21.4816,83.9986,93.7899
29.703,0.3918,33.0156,106.4875,82.8736,0.4791,21.3676,83.8982,93.8442
29.804,0.3722,33.0156,106.4875,82.8736,0.4551,21.3676,83.8982,93.8442
29.903,0.3536,33.0156,106.4875,82.8736,0.4324,21.3676,83.8982,93.8442
30.003,0.3968,32.9617,106.5922,82.8085,0.4797,21.2288,83.7779,93.9147
30.103,0.3769,32.9617,106.5922,82.8085,0.4557,21.2288,83.7779,93.9147
30.203,0.3581,32.9617,106.5922,82.8085,0.4329,21.2288,83.7779,93.9147
30.303,0.4059,32.9148,106.7117,82.7483,0.483,21.0826,83.6475,93.9809
30.403,0.3856,32.9148,106.7117,82.7483,0.4588,21.0826,83.6475,93.9809
30.503,0.3663,32.9148,106.7117,82.7483,0.4359,21.0826,83.6475,93.9809
30.603,0.4281,32.8773,106.8416,82.696,0.5024,20.9279,83.5042,94.0397
30.703,0.4066,32.8773,106.8416,82.696,0.4773,20.9279,83.5042,94.0397
30.803,0.3863,32.8773,106.8416,82.696,0.4535,20.9279,83.5042,94.0397
30.903,0.367,32.8773,106.8416,82.696,0.4308,20.9279,83.5042,94.0397
31.003,0.4152,32.8606,106.9737,82.6638,0.4938,20.76,83.3366,94.0779
31.103,0.3945,32.8606,106.9737,82.6638,0.4691,20.76,83.3366,94.0779
31.203,0.3747,32.8606,106.9737,82.6638,0.4456,20.76,83.3366,94.0779
31.304,0.4231,32.8519,107.1125,82.6383,0.5044,20.6,83.1663,94.0923
31.403,0.4019,32.8519,107.1125,82.6383,0.4792,20.6,83.1663,94.0923
31.503,0.3818,32.8519,107.1125,82.6383,0.4552,20.6,83.1663,94.0923
31.603,0.4536,32.8539,107.2673,82.6209,0.5349,20.4449,82.991,94.0851
31.704,0.4309,32.8539,107.2673,82.6209,0.5082,20.4449,82.991,94.0851
31.803,0.4093,32.8539,107.2673,82.6209,0.4828,20.4449,82.991,94.0851
31.903,0.3889,32.8539,107.2673,82.6209,0.4586,20.4449,82.991,94.0851
32.003,0.4515,32.8544,107.4308,82.6002,0.5213,20.3128,82.824,94.0435
32.103,0.4289,32.8544,107.4308,82.6002,0.4952,20.3128,82.824,94.0435
