"Step","Feb14_07-51-54_PPO - Reward / Total reward (mean)","Feb14_07-51-54_PPO - Reward / Total reward (mean)__MIN","Feb14_07-51-54_PPO - Reward / Total reward (mean)__MAX"
"13","-0.60090977","-0.60090977","-0.60090977"
"30","-0.599748","-0.599748","-0.599748"
"50","1.4266996","1.4266996","1.4266996"
"62","1.7073289","1.7073289","1.7073289"
"79","1.5712823","1.5712823","1.5712823"
"99","1.7763306","1.7763306","1.7763306"
"127","1.7171264","1.7171264","1.7171264"
"144","1.6269883","1.6269883","1.6269883"
"164","1.6775513","1.6775513","1.6775513"
"176","1.7494539","1.7494539","1.7494539"
"201","1.7611521","1.7611521","1.7611521"
"213","1.742166","1.742166","1.742166"
"241","1.7306062","1.7306062","1.7306062"
"250","1.749044","1.749044","1.749044"
"270","1.7722657","1.7722657","1.7722657"
"290","1.6633027","1.6633027","1.6633027"
"307","1.7641593","1.7641593","1.7641593"
"327","1.674965","1.674965","1.674965"
"355","1.5400383","1.5400383","1.5400383"
"372","1.4656069","1.4656069","1.4656069"
"392","1.6940153","1.6940153","1.6940153"
"404","1.6132481","1.6132481","1.6132481"
"429","1.7197481","1.7197481","1.7197481"
"441","1.5270201","1.5270201","1.5270201"
"461","1.7693988","1.7693988","1.7693988"
"478","1.6026286","1.6026286","1.6026286"
"498","1.7572527","1.7572527","1.7572527"
"518","1.7478786","1.7478786","1.7478786"
"535","1.7055335","1.7055335","1.7055335"
"563","1.557526","1.557526","1.557526"
"575","1.6970212","1.6970212","1.6970212"
"592","1.6602068","1.6602068","1.6602068"
"612","1.5820231","1.5820231","1.5820231"
"632","1.7527152","1.7527152","1.7527152"
"649","1.6551182","1.6551182","1.6551182"
"669","1.5044563","1.5044563","1.5044563"
"697","1.7427744","1.7427744","1.7427744"
"706","1.6734263","1.6734263","1.6734263"
"726","1.5587344","1.5587344","1.5587344"
"754","1.7088946","1.7088946","1.7088946"
"771","1.6041508","1.6041508","1.6041508"
"783","1.6919869","1.6919869","1.6919869"
"803","1.5074496","1.5074496","1.5074496"
"828","1.6053138","1.6053138","1.6053138"
"840","1.6497769","1.6497769","1.6497769"
"860","1.6616728","1.6616728","1.6616728"
"877","1.5626612","1.5626612","1.5626612"
"897","1.6181219","1.6181219","1.6181219"
"917","1.7024299","1.7024299","1.7024299"
"942","1.5247254","1.5247254","1.5247254"
"954","1.7137507","1.7137507","1.7137507"
"982","1.6277968","1.6277968","1.6277968"
"991","1.7477915","1.7477915","1.7477915"
"1019","1.7784517","1.7784517","1.7784517"
"1039","1.7522732","1.7522732","1.7522732"
"1048","1.7450173","1.7450173","1.7450173"
"1076","1.7010314","1.7010314","1.7010314"
"1088","1.7654363","1.7654363","1.7654363"
"1105","1.7030213","1.7030213","1.7030213"
"1125","1.6429148","1.6429148","1.6429148"
"1153","1.6758866","1.6758866","1.6758866"
"1170","1.7721388","1.7721388","1.7721388"
"1190","1.6003845","1.6003845","1.6003845"
"1210","1.622736","1.622736","1.622736"
"1219","1.6535519","1.6535519","1.6535519"
"1247","1.7314231","1.7314231","1.7314231"
"1259","1.653671","1.653671","1.653671"
"1284","1.6998737","1.6998737","1.6998737"
"1304","1.5946863","1.5946863","1.5946863"
"1316","1.7824196","1.7824196","1.7824196"
"1333","1.7823304","1.7823304","1.7823304"
"1361","1.5458788","1.5458788","1.5458788"
"1373","1.7272377","1.7272377","1.7272377"
"1390","1.6930612","1.6930612","1.6930612"
"1410","1.6876447","1.6876447","1.6876447"
"1438","1.6874334","1.6874334","1.6874334"
"1455","1.7429104","1.7429104","1.7429104"
"1467","1.731412","1.731412","1.731412"
"1487","1.724149","1.724149","1.724149"
"1504","1.6606483","1.6606483","1.6606483"
"1524","1.6820714","1.6820714","1.6820714"
"1544","1.7523249","1.7523249","1.7523249"
"1569","1.5393555","1.5393555","1.5393555"
"1581","1.5837392","1.5837392","1.5837392"
"1601","1.6227713","1.6227713","1.6227713"
"1626","1.7778697","1.7778697","1.7778697"
"1638","1.6363828","1.6363828","1.6363828"
"1658","1.7821666","1.7821666","1.7821666"
"1675","1.757168","1.757168","1.757168"
"1703","1.5733736","1.5733736","1.5733736"
"1715","1.5672464","1.5672464","1.5672464"
"1732","1.7173785","1.7173785","1.7173785"
"1760","1.6962957","1.6962957","1.6962957"
"1772","1.5875193","1.5875193","1.5875193"
"1789","1.5936248","1.5936248","1.5936248"
"1817","1.6145926","1.6145926","1.6145926"
"1829","1.6395532","1.6395532","1.6395532"
"1846","1.6766727","1.6766727","1.6766727"
"1866","1.7009075","1.7009075","1.7009075"
"1886","1.6042149","1.6042149","1.6042149"
"1903","1.5817877","1.5817877","1.5817877"
"1931","1.6828624","1.6828624","1.6828624"
"1943","1.608319","1.608319","1.608319"
"1960","1.7659686","1.7659686","1.7659686"
"1980","1.7054389","1.7054389","1.7054389"
"2000","1.6651387","1.6651387","1.6651387"
"2025","1.420169","1.420169","1.420169"
"2037","1.7364784","1.7364784","1.7364784"
"2057","1.5828035","1.5828035","1.5828035"
"2074","1.5239512","1.5239512","1.5239512"
"2102","1.6968","1.6968","1.6968"
"2122","1.7377012","1.7377012","1.7377012"
"2131","1.5935174","1.5935174","1.5935174"
"2151","1.721081","1.721081","1.721081"
"2179","1.750996","1.750996","1.750996"
"2196","1.7626563","1.7626563","1.7626563"
"2208","1.7384374","1.7384374","1.7384374"
"2236","1.6330503","1.6330503","1.6330503"
"2245","1.6851048","1.6851048","1.6851048"
"2265","1.7638128","1.7638128","1.7638128"
