"Step","Feb26_10-47-04_trpo_rover_TRPO - Reward / Total reward (mean)","Feb26_10-47-04_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb26_10-47-04_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"1577","1.6477325","1.6477325","1.6477325"
"1598","1.6470119","1.6470119","1.6470119"
"1615","1.4140176","1.4140176","1.4140176"
"1644","1.4792705","1.4792705","1.4792705"
"1665","1.5409555","1.5409555","1.5409555"
"1682","1.4572386","1.4572386","1.4572386"
"1695","1.4901319","1.4901319","1.4901319"
"1716","1.444468","1.444468","1.444468"
"1733","1.4814292","1.4814292","1.4814292"
"1754","1.1920346","1.1920346","1.1920346"
"1775","1.6789397","1.6789397","1.6789397"
"1792","1.7259164","1.7259164","1.7259164"
"1813","1.7227603","1.7227603","1.7227603"
"1834","1.2126882","1.2126882","1.2126882"
"1851","1.1391186","1.1391186","1.1391186"
"1880","1.6798877","1.6798877","1.6798877"
"1893","1.5162992","1.5162992","1.5162992"
"1918","1.4609385","1.4609385","1.4609385"
"1931","1.391109","1.391109","1.391109"
"1960","1.4283433","1.4283433","1.4283433"
"1977","1.6100972","1.6100972","1.6100972"
"1998","1.3159772","1.3159772","1.3159772"
"2011","1.4777411","1.4777411","1.4777411"
"2036","1.5610112","1.5610112","1.5610112"
"2049","1.3092549","1.3092549","1.3092549"
"2078","1.670531","1.670531","1.670531"
"2087","1.4290994","1.4290994","1.4290994"
"2108","1.3286464","1.3286464","1.3286464"
"2129","1.6977754","1.6977754","1.6977754"
"2146","1.2954932","1.2954932","1.2954932"
"2175","1.4562991","1.4562991","1.4562991"
"2188","1.6358557","1.6358557","1.6358557"
"2213","1.5314527","1.5314527","1.5314527"
"2234","1.3141364","1.3141364","1.3141364"
"2247","1.3915257","1.3915257","1.3915257"
"2272","1.4679319","1.4679319","1.4679319"
"2285","1.5059155","1.5059155","1.5059155"
"2306","1.6246928","1.6246928","1.6246928"
"2323","1.6646407","1.6646407","1.6646407"
"2344","1.5327486","1.5327486","1.5327486"
"2365","1.6750284","1.6750284","1.6750284"
"2382","1.6238257","1.6238257","1.6238257"
"2403","1.2640108","1.2640108","1.2640108"
"2424","1.2513306","1.2513306","1.2513306"
"2449","1.4725921","1.4725921","1.4725921"
"2462","1.6341647","1.6341647","1.6341647"
"2483","1.4836233","1.4836233","1.4836233"
"2500","1.4857466","1.4857466","1.4857466"
"2521","1.068761","1.068761","1.068761"
"2542","1.3658781","1.3658781","1.3658781"
"2559","1.5319378","1.5319378","1.5319378"
"2580","1.3118147","1.3118147","1.3118147"
"2601","1.1022056","1.1022056","1.1022056"
"2626","1.4724351","1.4724351","1.4724351"
"2647","1.3991367","1.3991367","1.3991367"
"2660","1.7311107","1.7311107","1.7311107"
"2677","1.5708884","1.5708884","1.5708884"
"2698","1.7384636","1.7384636","1.7384636"
"2719","1.42736","1.42736","1.42736"
"2736","1.3861138","1.3861138","1.3861138"
"2757","1.634606","1.634606","1.634606"
"2778","1.2419281","1.2419281","1.2419281"
"2795","1.7422277","1.7422277","1.7422277"
"2816","1.5178322","1.5178322","1.5178322"
"2845","1.5059278","1.5059278","1.5059278"
"2862","1.4878669","1.4878669","1.4878669"
"2883","1.4756385","1.4756385","1.4756385"
"2904","1.3900731","1.3900731","1.3900731"
"2913","1.629054","1.629054","1.629054"
"2942","1.4019482","1.4019482","1.4019482"
"2963","1.3457018","1.3457018","1.3457018"
"2972","1.2354342","1.2354342","1.2354342"
"2993","1.3995318","1.3995318","1.3995318"
"3022","1.7781351","1.7781351","1.7781351"
"3039","1.6452183","1.6452183","1.6452183"
"3052","1.2860756","1.2860756","1.2860756"
"3073","1.562094","1.562094","1.562094"
"3090","1.556033","1.556033","1.556033"
"3111","1.4560237","1.4560237","1.4560237"
"3140","1.2427133","1.2427133","1.2427133"
"3149","1.5200962","1.5200962","1.5200962"
"3170","1.4438721","1.4438721","1.4438721"
"3199","1.6482426","1.6482426","1.6482426"
"3208","1.2305309","1.2305309","1.2305309"
"3229","1.6680478","1.6680478","1.6680478"
"3250","1.5110595","1.5110595","1.5110595"
"3275","1.4427307","1.4427307","1.4427307"
"3288","1.5104322","1.5104322","1.5104322"
"3317","1.3208493","1.3208493","1.3208493"
"3326","1.7426215","1.7426215","1.7426215"
"3347","1.4370875","1.4370875","1.4370875"
"3368","1.4599195","1.4599195","1.4599195"
"3393","1.6408014","1.6408014","1.6408014"
"3414","1.5133296","1.5133296","1.5133296"
"3435","1.6683568","1.6683568","1.6683568"
"3444","1.5565454","1.5565454","1.5565454"
"3465","1.4667401","1.4667401","1.4667401"
"3486","1.6529527","1.6529527","1.6529527"
"3503","1.4874004","1.4874004","1.4874004"
"3524","1.4399347","1.4399347","1.4399347"
"3553","1.5483892","1.5483892","1.5483892"
"3570","1.6712297","1.6712297","1.6712297"
"3583","1.4354669","1.4354669","1.4354669"
"3612","1.2192205","1.2192205","1.2192205"
"3621","1.6010692","1.6010692","1.6010692"
"3650","1.6222755","1.6222755","1.6222755"
"3671","1.5232013","1.5232013","1.5232013"
"3688","1.7152656","1.7152656","1.7152656"
"3701","1.3363076","1.3363076","1.3363076"
"3722","1.7139734","1.7139734","1.7139734"
"3747","1.5521396","1.5521396","1.5521396"
"3760","1.3446513","1.3446513","1.3446513"
"3789","1.463005","1.463005","1.463005"
"3806","1.4894739","1.4894739","1.4894739"
"3827","1.7372636","1.7372636","1.7372636"
"3848","1.4134537","1.4134537","1.4134537"
"3857","1.476928","1.476928","1.476928"
"3878","1.30553","1.30553","1.30553"
"3907","1.4460903","1.4460903","1.4460903"
"3916","1.4767618","1.4767618","1.4767618"
"3945","1.6681033","1.6681033","1.6681033"
"3958","1.5937365","1.5937365","1.5937365"
"3975","1.6663963","1.6663963","1.6663963"
"3996","1.4626375","1.4626375","1.4626375"
"4025","1.578262","1.578262","1.578262"
"4034","1.7412391","1.7412391","1.7412391"
"4055","1.5462875","1.5462875","1.5462875"
"4076","1.3518151","1.3518151","1.3518151"
"4101","1.5811721","1.5811721","1.5811721"
"4122","1.4693518","1.4693518","1.4693518"
"4135","1.038235","1.038235","1.038235"
"4152","1.5885808","1.5885808","1.5885808"
"4181","1.5917928","1.5917928","1.5917928"
"4194","1.5501263","1.5501263","1.5501263"
"4211","1.4985617","1.4985617","1.4985617"
"4240","1.4599603","1.4599603","1.4599603"
"4253","1.2324877","1.2324877","1.2324877"
"4270","1.7366923","1.7366923","1.7366923"
"4291","1.2824864","1.2824864","1.2824864"
"4320","1.62913","1.62913","1.62913"
"4337","1.4151446","1.4151446","1.4151446"
"4350","1.6540341","1.6540341","1.6540341"
"4371","1.6506456","1.6506456","1.6506456"
"4388","1.4309064","1.4309064","1.4309064"
"4409","1.3348824","1.3348824","1.3348824"
"4430","1.4667523","1.4667523","1.4667523"
"4447","1.6300498","1.6300498","1.6300498"
"4476","1.6993245","1.6993245","1.6993245"
"4489","1.7114815","1.7114815","1.7114815"
"4506","1.654356","1.654356","1.654356"
"4535","1.4848549","1.4848549","1.4848549"
"4548","1.7413217","1.7413217","1.7413217"
"4573","1.7312671","1.7312671","1.7312671"
"4586","1.686505","1.686505","1.686505"
"4607","1.1221848","1.1221848","1.1221848"
"4624","1.5356892","1.5356892","1.5356892"
"4645","1.5735879","1.5735879","1.5735879"
"4674","1.3757522","1.3757522","1.3757522"
"4683","1.5230293","1.5230293","1.5230293"
"4704","1.6429166","1.6429166","1.6429166"
"4733","1.6390703","1.6390703","1.6390703"
"4742","1.4986569","1.4986569","1.4986569"
"4763","1.6246253","1.6246253","1.6246253"
"4784","1.7215728","1.7215728","1.7215728"
"4809","1.2938409","1.2938409","1.2938409"
"4822","1.4847373","1.4847373","1.4847373"
"4843","1.5757536","1.5757536","1.5757536"
"4860","1.6010338","1.6010338","1.6010338"
"4881","1.6735568","1.6735568","1.6735568"
"4902","1.452685","1.452685","1.452685"
"4927","1.363721","1.363721","1.363721"
"4940","1.6887761","1.6887761","1.6887761"
"4969","1.674095","1.674095","1.674095"
"4978","1.4547852","1.4547852","1.4547852"
"4999","1.5179657","1.5179657","1.5179657"
"5028","1.540933","1.540933","1.540933"
"5037","1.6434736","1.6434736","1.6434736"
"5058","1.7438968","1.7438968","1.7438968"
"5079","1.5788053","1.5788053","1.5788053"
"5096","1.4909236","1.4909236","1.4909236"
"5117","1.6564245","1.6564245","1.6564245"
"5138","1.620023","1.620023","1.620023"
"5155","1.2935977","1.2935977","1.2935977"
"5176","1.3153607","1.3153607","1.3153607"
"5205","1.6280965","1.6280965","1.6280965"
"5222","1.4768618","1.4768618","1.4768618"
"5243","1.5884999","1.5884999","1.5884999"
"5256","1.6946063","1.6946063","1.6946063"
"5281","1.3412902","1.3412902","1.3412902"
"5302","1.5646322","1.5646322","1.5646322"
"5323","1.6300241","1.6300241","1.6300241"
"5332","1.5914358","1.5914358","1.5914358"
"5361","1.4451727","1.4451727","1.4451727"
"5382","1.4641936","1.4641936","1.4641936"
"5391","1.4196548","1.4196548","1.4196548"
"5412","1.7060843","1.7060843","1.7060843"
"5441","1.7102116","1.7102116","1.7102116"
"5450","1.315489","1.315489","1.315489"
"5471","1.4800222","1.4800222","1.4800222"
"5492","1.5415502","1.5415502","1.5415502"
"5509","1.5796548","1.5796548","1.5796548"
"5538","1.4217974","1.4217974","1.4217974"
"5559","1.3375185","1.3375185","1.3375185"
"5576","1.4775733","1.4775733","1.4775733"
"5589","1.5980312","1.5980312","1.5980312"
"5618","1.4084798","1.4084798","1.4084798"
"5627","1.4575039","1.4575039","1.4575039"
"5656","1.1484109","1.1484109","1.1484109"
"5669","1.659595","1.659595","1.659595"
"5686","1.4870698","1.4870698","1.4870698"
"5707","1.6983224","1.6983224","1.6983224"
"5728","1.5092905","1.5092905","1.5092905"
"5745","1.4798255","1.4798255","1.4798255"
"5774","1.4544839","1.4544839","1.4544839"
"5787","1.5645912","1.5645912","1.5645912"
"5804","1.4387656","1.4387656","1.4387656"
"5825","1.5111556","1.5111556","1.5111556"
"5846","1.4477018","1.4477018","1.4477018"
"5863","1.7043083","1.7043083","1.7043083"
"5884","1.6193919","1.6193919","1.6193919"
"5913","1.5762005","1.5762005","1.5762005"
"5930","1.5887766","1.5887766","1.5887766"
"5943","1.5313103","1.5313103","1.5313103"
"5972","1.3259758","1.3259758","1.3259758"
"5981","1.5985141","1.5985141","1.5985141"
"6002","1.5541544","1.5541544","1.5541544"
"6031","1.449843","1.449843","1.449843"
"6048","1.6652452","1.6652452","1.6652452"
"6069","1.5482792","1.5482792","1.5482792"
"6090","1.398959","1.398959","1.398959"
"6107","1.7835835","1.7835835","1.7835835"
"6128","1.7680236","1.7680236","1.7680236"
"6141","1.4570516","1.4570516","1.4570516"
"6166","1.4356208","1.4356208","1.4356208"
"6179","1.448605","1.448605","1.448605"
"6200","1.6202655","1.6202655","1.6202655"
"6217","1.6755179","1.6755179","1.6755179"
"6238","1.6627438","1.6627438","1.6627438"
"6259","1.7634875","1.7634875","1.7634875"
"6284","1.5041242","1.5041242","1.5041242"
"6305","1.6162722","1.6162722","1.6162722"
"6318","1.6228822","1.6228822","1.6228822"
"6335","1.7001992","1.7001992","1.7001992"
"6356","1.3910195","1.3910195","1.3910195"
"6377","1.4780958","1.4780958","1.4780958"
"6394","1.5116408","1.5116408","1.5116408"
"6415","1.5259454","1.5259454","1.5259454"
"6436","1.3276266","1.3276266","1.3276266"
"6461","1.4126879","1.4126879","1.4126879"
"6474","1.6616893","1.6616893","1.6616893"
"6503","1.4124671","1.4124671","1.4124671"
"6512","1.2140179","1.2140179","1.2140179"
"6533","1.5213009","1.5213009","1.5213009"
"6554","1.6393062","1.6393062","1.6393062"
"6579","1.5714741","1.5714741","1.5714741"
"6600","1.6786456","1.6786456","1.6786456"
"6613","1.7381855","1.7381855","1.7381855"
"6630","1.6696033","1.6696033","1.6696033"
"6659","1.5930011","1.5930011","1.5930011"
"6672","1.3358113","1.3358113","1.3358113"
"6689","1.1945317","1.1945317","1.1945317"
"6710","1.6659096","1.6659096","1.6659096"
"6739","1.7283748","1.7283748","1.7283748"
"6756","1.6437062","1.6437062","1.6437062"
"6769","1.6345363","1.6345363","1.6345363"
"6798","1.4568859","1.4568859","1.4568859"
"6807","1.5561512","1.5561512","1.5561512"
"6828","1.7465699","1.7465699","1.7465699"
"6849","1.3712217","1.3712217","1.3712217"
"6874","0.9070822","0.9070822","0.9070822"
"6895","1.678782","1.678782","1.678782"
"6916","1.5948381","1.5948381","1.5948381"
"6925","1.1386522","1.1386522","1.1386522"
"6946","1.3259542","1.3259542","1.3259542"
"6975","1.6164901","1.6164901","1.6164901"
"6984","1.3722906","1.3722906","1.3722906"
"7013","1.5582447","1.5582447","1.5582447"
"7026","1.3960413","1.3960413","1.3960413"
"7043","1.355174","1.355174","1.355174"
"7072","1.7171457","1.7171457","1.7171457"
"7093","1.5440563","1.5440563","1.5440563"
"7110","1.4553782","1.4553782","1.4553782"
"7131","1.4899701","1.4899701","1.4899701"
"7144","1.6057967","1.6057967","1.6057967"
"7169","1.5460654","1.5460654","1.5460654"
"7182","1.4166656","1.4166656","1.4166656"
"7203","1.5155734","1.5155734","1.5155734"
"7220","1.5172113","1.5172113","1.5172113"
"7241","1.4527843","1.4527843","1.4527843"
"7262","1.5150155","1.5150155","1.5150155"
"7279","1.5525296","1.5525296","1.5525296"
"7308","1.502476","1.502476","1.502476"
"7329","1.552593","1.552593","1.552593"
"7338","1.6276668","1.6276668","1.6276668"
"7359","1.5285808","1.5285808","1.5285808"
"7380","1.2663367","1.2663367","1.2663367"
"7397","1.6075743","1.6075743","1.6075743"
"7426","1.3678705","1.3678705","1.3678705"
"7447","1.3225706","1.3225706","1.3225706"
"7456","1.4703629","1.4703629","1.4703629"
"7477","1.277759","1.277759","1.277759"
"7506","1.4451894","1.4451894","1.4451894"
"7515","1.6852286","1.6852286","1.6852286"
"7536","1.6477042","1.6477042","1.6477042"
"7557","1.4203779","1.4203779","1.4203779"
"7582","1.7299753","1.7299753","1.7299753"
"7595","1.5752456","1.5752456","1.5752456"
"7616","1.5663215","1.5663215","1.5663215"
"7641","1.4938256","1.4938256","1.4938256"
"7654","1.5245655","1.5245655","1.5245655"
"7675","1.5450051","1.5450051","1.5450051"
"7692","1.6550246","1.6550246","1.6550246"
"7713","1.6308043","1.6308043","1.6308043"
"7742","1.6813269","1.6813269","1.6813269"
"7751","1.556521","1.556521","1.556521"
"7780","1.6936786","1.6936786","1.6936786"
"7801","1.543187","1.543187","1.543187"
"7810","1.574899","1.574899","1.574899"
"7839","1.5167024","1.5167024","1.5167024"
"7852","1.3540981","1.3540981","1.3540981"
"7877","1.564252","1.564252","1.564252"
"7890","1.4724548","1.4724548","1.4724548"
"7911","1.6828326","1.6828326","1.6828326"
"7936","1.7277167","1.7277167","1.7277167"
"7957","1.1835113","1.1835113","1.1835113"
"7970","1.6747822","1.6747822","1.6747822"
"7987","1.5157018","1.5157018","1.5157018"
"8016","1.5631955","1.5631955","1.5631955"
"8029","1.1832855","1.1832855","1.1832855"
"8046","1.6049248","1.6049248","1.6049248"
"8067","1.6781371","1.6781371","1.6781371"
"8088","1.6520687","1.6520687","1.6520687"
"8105","1.1725099","1.1725099","1.1725099"
"8126","1.436041","1.436041","1.436041"
"8155","1.4619926","1.4619926","1.4619926"
"8164","1.5302932","1.5302932","1.5302932"
"8185","1.6284972","1.6284972","1.6284972"
"8206","1.7280309","1.7280309","1.7280309"
"8223","1.4463314","1.4463314","1.4463314"
"8244","1.5109944","1.5109944","1.5109944"
"8265","1.44387","1.44387","1.44387"
"8282","1.5346686","1.5346686","1.5346686"
"8303","1.6511744","1.6511744","1.6511744"
"8332","1.6918463","1.6918463","1.6918463"
"8341","1.7380078","1.7380078","1.7380078"
"8362","1.4682655","1.4682655","1.4682655"
"8383","1.2846191","1.2846191","1.2846191"
"8400","1.6757048","1.6757048","1.6757048"
"8429","1.2589871","1.2589871","1.2589871"
"8450","1.721725","1.721725","1.721725"
"8467","1.4523417","1.4523417","1.4523417"
"8480","1.6302439","1.6302439","1.6302439"
"8509","1.4582013","1.4582013","1.4582013"
"8518","1.6196744","1.6196744","1.6196744"
"8539","1.382194","1.382194","1.382194"
"8560","1.3932762","1.3932762","1.3932762"
"8577","1.5472226","1.5472226","1.5472226"
"8606","1.5879347","1.5879347","1.5879347"
"8619","1.4578304","1.4578304","1.4578304"
"8636","1.5439876","1.5439876","1.5439876"
"8657","1.6213218","1.6213218","1.6213218"
"8678","1.4659489","1.4659489","1.4659489"
"8695","1.3818902","1.3818902","1.3818902"
"8716","1.3129619","1.3129619","1.3129619"
"8737","1.5837358","1.5837358","1.5837358"
"8754","1.6046625","1.6046625","1.6046625"
"8783","1.5737361","1.5737361","1.5737361"
"8796","1.6069317","1.6069317","1.6069317"
"8813","1.6547177","1.6547177","1.6547177"
"8834","1.5043014","1.5043014","1.5043014"
"8863","1.4920951","1.4920951","1.4920951"
"8880","1.5502412","1.5502412","1.5502412"
"8893","1.3221996","1.3221996","1.3221996"
"8922","1.6924338","1.6924338","1.6924338"
"8939","1.4314604","1.4314604","1.4314604"
"8960","1.5768774","1.5768774","1.5768774"
"8981","1.3403078","1.3403078","1.3403078"
"8990","1.3661991","1.3661991","1.3661991"
"9011","1.4993286","1.4993286","1.4993286"
"9040","1.5763822","1.5763822","1.5763822"
"9049","1.4477019","1.4477019","1.4477019"
"9070","1.6798844","1.6798844","1.6798844"
"9091","1.505518","1.505518","1.505518"
"9108","1.5385057","1.5385057","1.5385057"
"9137","1.2737129","1.2737129","1.2737129"
"9158","1.4737028","1.4737028","1.4737028"
"9167","1.583322","1.583322","1.583322"
"9196","1.7402861","1.7402861","1.7402861"
"9217","1.4607838","1.4607838","1.4607838"
"9234","1.4897318","1.4897318","1.4897318"
"9247","1.3882465","1.3882465","1.3882465"
"9268","1.5925962","1.5925962","1.5925962"
"9293","1.5021617","1.5021617","1.5021617"
"9306","1.6836269","1.6836269","1.6836269"
"9327","1.5753863","1.5753863","1.5753863"
"9344","1.7684474","1.7684474","1.7684474"
"9365","1.5037693","1.5037693","1.5037693"
"9386","1.6727879","1.6727879","1.6727879"
"9403","1.4711493","1.4711493","1.4711493"
"9424","1.5009673","1.5009673","1.5009673"
"9453","1.4568596","1.4568596","1.4568596"
"9462","1.7639918","1.7639918","1.7639918"
"9491","1.7260822","1.7260822","1.7260822"
"9512","1.5155886","1.5155886","1.5155886"
"9521","1.5916957","1.5916957","1.5916957"
"9550","1.3049347","1.3049347","1.3049347"
"9571","1.6556596","1.6556596","1.6556596"
"9588","1.6294808","1.6294808","1.6294808"
"9601","1.4762611","1.4762611","1.4762611"
"9622","1.7624112","1.7624112","1.7624112"
"9639","1.4684566","1.4684566","1.4684566"
"9660","1.4762698","1.4762698","1.4762698"
"9681","1.1397278","1.1397278","1.1397278"
"9698","1.4974159","1.4974159","1.4974159"
"9719","1.1348399","1.1348399","1.1348399"
"9748","1.5460513","1.5460513","1.5460513"
"9757","1.1992239","1.1992239","1.1992239"
"9786","1.5678554","1.5678554","1.5678554"
"9799","1.4071314","1.4071314","1.4071314"
"9824","1.535439","1.535439","1.535439"
"9837","1.6540463","1.6540463","1.6540463"
"9858","1.3852973","1.3852973","1.3852973"
"9875","1.5434443","1.5434443","1.5434443"
"9896","1.5875156","1.5875156","1.5875156"
"9925","1.6801472","1.6801472","1.6801472"
"9942","1.6323681","1.6323681","1.6323681"
"9955","1.353168","1.353168","1.353168"
"9976","1.5746617","1.5746617","1.5746617"
"9993","1.1629105","1.1629105","1.1629105"
"10014","1.5743477","1.5743477","1.5743477"
"10035","1.6035824","1.6035824","1.6035824"
"10060","1.1678671","1.1678671","1.1678671"
"10081","1.7594713","1.7594713","1.7594713"
"10102","1.5723534","1.5723534","1.5723534"
"10111","1.370814","1.370814","1.370814"
"10140","1.4718254","1.4718254","1.4718254"
"10161","1.7458452","1.7458452","1.7458452"
"10170","1.6616843","1.6616843","1.6616843"
"10191","1.5061835","1.5061835","1.5061835"
"10212","1.3138456","1.3138456","1.3138456"
"10237","1.6984253","1.6984253","1.6984253"
"10250","1.3166678","1.3166678","1.3166678"
"10271","1.5033718","1.5033718","1.5033718"
"10296","1.5429629","1.5429629","1.5429629"
"10309","1.5636095","1.5636095","1.5636095"
"10330","1.7101359","1.7101359","1.7101359"
"10347","1.3732063","1.3732063","1.3732063"
"10376","1.2962719","1.2962719","1.2962719"
"10389","1.4048685","1.4048685","1.4048685"
"10414","1.6470499","1.6470499","1.6470499"
"10435","1.2555758","1.2555758","1.2555758"
"10456","1.617369","1.617369","1.617369"
"10465","1.5559458","1.5559458","1.5559458"
"10486","1.5528718","1.5528718","1.5528718"
"10515","1.7049669","1.7049669","1.7049669"
"10532","1.6010711","1.6010711","1.6010711"
"10545","1.5321541","1.5321541","1.5321541"
"10574","1.5594624","1.5594624","1.5594624"
"10591","1.5576552","1.5576552","1.5576552"
"10604","1.6133368","1.6133368","1.6133368"
"10633","1.3380176","1.3380176","1.3380176"
"10642","1.4954435","1.4954435","1.4954435"
"10671","1.4036834","1.4036834","1.4036834"
"10684","1.245615","1.245615","1.245615"
"10701","1.3414333","1.3414333","1.3414333"
"10722","1.6243684","1.6243684","1.6243684"
"10743","1.4357392","1.4357392","1.4357392"
"10768","1.7459056","1.7459056","1.7459056"
"10781","1.5742958","1.5742958","1.5742958"
"10802","1.4362266","1.4362266","1.4362266"
"10819","1.4852408","1.4852408","1.4852408"
"10840","1.3709203","1.3709203","1.3709203"
"10869","1.5565739","1.5565739","1.5565739"
"10886","1.6654682","1.6654682","1.6654682"
"10907","0.98239756","0.98239756","0.98239756"
"10920","1.5561798","1.5561798","1.5561798"
"10937","1.2781109","1.2781109","1.2781109"
"10958","1.4092867","1.4092867","1.4092867"
"10979","1.46746","1.46746","1.46746"
"10996","1.5639532","1.5639532","1.5639532"
"11017","1.4306265","1.4306265","1.4306265"
"11046","1.6944326","1.6944326","1.6944326"
"11063","1.4900693","1.4900693","1.4900693"
"11084","1.1488056","1.1488056","1.1488056"
"11097","1.6987212","1.6987212","1.6987212"
"11122","1.4236878","1.4236878","1.4236878"
"11135","1.5622967","1.5622967","1.5622967"
"11156","1.6355321","1.6355321","1.6355321"
"11173","1.548504","1.548504","1.548504"
"11194","1.4071158","1.4071158","1.4071158"
"11215","1.7385497","1.7385497","1.7385497"
"11232","1.5087619","1.5087619","1.5087619"
"11253","1.5800155","1.5800155","1.5800155"
"11274","1.2816261","1.2816261","1.2816261"
"11291","1.5962889","1.5962889","1.5962889"
"11320","1.5662215","1.5662215","1.5662215"
"11333","1.5256116","1.5256116","1.5256116"
"11350","1.4705845","1.4705845","1.4705845"
"11371","1.5064291","1.5064291","1.5064291"
"11392","1.2048146","1.2048146","1.2048146"
"11417","1.5499661","1.5499661","1.5499661"
"11430","1.7348471","1.7348471","1.7348471"
"11451","1.5318582","1.5318582","1.5318582"
"11468","1.4622915","1.4622915","1.4622915"
"11489","1.4216971","1.4216971","1.4216971"
"11518","1.7330773","1.7330773","1.7330773"
"11527","1.7208072","1.7208072","1.7208072"
"11548","1.658709","1.658709","1.658709"
"11577","1.3031107","1.3031107","1.3031107"
"11586","1.5016795","1.5016795","1.5016795"
"11607","1.7044446","1.7044446","1.7044446"
"11628","1.727698","1.727698","1.727698"
"11645","1.6167454","1.6167454","1.6167454"
"11666","1.3748335","1.3748335","1.3748335"
"11695","1.7224389","1.7224389","1.7224389"
"11704","1.5551486","1.5551486","1.5551486"
"11725","1.5852484","1.5852484","1.5852484"
"11754","1.6483063","1.6483063","1.6483063"
"11763","1.6565518","1.6565518","1.6565518"
"11784","1.4736801","1.4736801","1.4736801"
"11805","1.4949903","1.4949903","1.4949903"
"11822","1.533574","1.533574","1.533574"
"11843","1.7372261","1.7372261","1.7372261"
"11872","1.4898539","1.4898539","1.4898539"
"11889","1.657245","1.657245","1.657245"
"11910","1.5481926","1.5481926","1.5481926"
"11923","1.6252574","1.6252574","1.6252574"
"11940","1.4946764","1.4946764","1.4946764"
