"Step","Feb13_21-58-41_PPO - Loss / Value loss","Feb13_21-58-41_PPO - Loss / Value loss__MIN","Feb13_21-58-41_PPO - Loss / Value loss__MAX"
"35","0","0","0"
"55","0","0","0"
"92","0","0","0"
"112","0.0003057293","0.0003057293","0.0003057293"
"149","0.00026926986","0.00026926986","0.00026926986"
"169","0.000100969446","0.000100969446","0.000100969446"
"206","0","0","0"
"226","0","0","0"
"263","0.00039282738","0.00039282738","0.00039282738"
"283","0.00013464772","0.00013464772","0.00013464772"
"320","0.00011787455","0.00011787455","0.00011787455"
"340","0","0","0"
"377","0","0","0"
"397","0.0010858648","0.0010858648","0.0010858648"
"434","0.000268325","0.000268325","0.000268325"
"454","0","0","0"
"491","0.00014350259","0.00014350259","0.00014350259"
"511","0.0012637058","0.0012637058","0.0012637058"
"548","0","0","0"
"568","0.00041739558","0.00041739558","0.00041739558"
"605","0.0011008106","0.0011008106","0.0011008106"
"625","0.00017041624","0.00017041624","0.00017041624"
"662","0.00014963363","0.00014963363","0.00014963363"
"682","0.0004492897","0.0004492897","0.0004492897"
"719","0.00016982689","0.00016982689","0.00016982689"
"739","0","0","0"
"776","0","0","0"
"796","0.00030789556","0.00030789556","0.00030789556"
"833","0.00032777785","0.00032777785","0.00032777785"
"853","0.00006677542","0.00006677542","0.00006677542"
"890","0.00017684534","0.00017684534","0.00017684534"
"910","0.00024335303","0.00024335303","0.00024335303"
"947","0","0","0"
"967","0","0","0"
"1004","0","0","0"
"1024","0","0","0"
"1061","0.00017476719","0.00017476719","0.00017476719"
"1081","0","0","0"
"1118","0.00018342376","0.00018342376","0.00018342376"
"1138","0.00040422918","0.00040422918","0.00040422918"
"1175","0","0","0"
"1195","0.00065838447","0.00065838447","0.00065838447"
"1232","0.00065003807","0.00065003807","0.00065003807"
"1252","0","0","0"
"1289","0.00037169972","0.00037169972","0.00037169972"
"1309","0.00046804678","0.00046804678","0.00046804678"
"1346","0.00008126509","0.00008126509","0.00008126509"
"1366","0.00028075022","0.00028075022","0.00028075022"
"1403","0.00022247467","0.00022247467","0.00022247467"
"1423","0","0","0"
"1460","0.00027448384","0.00027448384","0.00027448384"
"1480","0.00014936285","0.00014936285","0.00014936285"
"1517","0.00031870848","0.00031870848","0.00031870848"
"1537","0.0006894627","0.0006894627","0.0006894627"
"1574","0","0","0"
"1594","0.0003159371","0.0003159371","0.0003159371"
"1631","0","0","0"
"1651","0","0","0"
"1688","0.0001572745","0.0001572745","0.0001572745"
"1708","0.00010345125","0.00010345125","0.00010345125"
"1745","0.00019793998","0.00019793998","0.00019793998"
"1765","0","0","0"
"1802","0","0","0"
"1822","0","0","0"
"1859","0.0008708688","0.0008708688","0.0008708688"
"1879","0","0","0"
"1916","0","0","0"
"1936","0.00016771923","0.00016771923","0.00016771923"
"1973","0.00032104575","0.00032104575","0.00032104575"
"1993","0.0007786755","0.0007786755","0.0007786755"
"2030","0.0005167654","0.0005167654","0.0005167654"
"2050","0.00027309728","0.00027309728","0.00027309728"
"2087","0.0004891325","0.0004891325","0.0004891325"
"2107","0","0","0"
"2144","0.00071369135","0.00071369135","0.00071369135"
"2164","0.00016206158","0.00016206158","0.00016206158"
"2201","0.000107749096","0.000107749096","0.000107749096"
"2221","0.00006031314","0.00006031314","0.00006031314"
"2258","0.00052392104","0.00052392104","0.00052392104"
"2278","0.00074074714","0.00074074714","0.00074074714"
"2315","0.00021033947","0.00021033947","0.00021033947"
"2335","0.0004510615","0.0004510615","0.0004510615"
"2372","0.00014104963","0.00014104963","0.00014104963"
"2392","0","0","0"
"2429","0","0","0"
"2449","0.00036573384","0.00036573384","0.00036573384"
"2486","0","0","0"
"2506","0","0","0"
"2543","0.0004533087","0.0004533087","0.0004533087"
"2563","0.00037583106","0.00037583106","0.00037583106"
"2600","0.0003904187","0.0003904187","0.0003904187"
"2620","0","0","0"
"2657","0","0","0"
"2677","0","0","0"
"2714","0","0","0"
"2734","0","0","0"
"2771","0.0006269284","0.0006269284","0.0006269284"
"2791","0.000707446","0.000707446","0.000707446"
"2828","0.00047934114","0.00047934114","0.00047934114"
"2848","0","0","0"
"2885","0","0","0"
"2905","0.0002912061","0.0002912061","0.0002912061"
"2942","0.00023024688","0.00023024688","0.00023024688"
"2962","0.00027114642","0.00027114642","0.00027114642"
"2999","0","0","0"
"3019","0.00023648074","0.00023648074","0.00023648074"
"3056","0.00023671071","0.00023671071","0.00023671071"
"3076","0.0001586443","0.0001586443","0.0001586443"
"3113","0.00018247757","0.00018247757","0.00018247757"
"3133","0.0003693253","0.0003693253","0.0003693253"
"3170","0.00021364598","0.00021364598","0.00021364598"
"3190","0.0005273942","0.0005273942","0.0005273942"
"3227","0.00011897405","0.00011897405","0.00011897405"
"3247","0","0","0"
"3284","0","0","0"
"3304","0.00034434712","0.00034434712","0.00034434712"
"3341","0.00042132282","0.00042132282","0.00042132282"
"3361","0","0","0"
"3398","0.00033140578","0.00033140578","0.00033140578"
"3418","0.00035424743","0.00035424743","0.00035424743"
"3455","0","0","0"
"3475","0.0001947957","0.0001947957","0.0001947957"
"3512","0.00020981886","0.00020981886","0.00020981886"
"3532","0","0","0"
"3569","0.00057863747","0.00057863747","0.00057863747"
"3589","0.00012356395","0.00012356395","0.00012356395"
"3626","0.00018047322","0.00018047322","0.00018047322"
"3646","0.00021549042","0.00021549042","0.00021549042"
"3683","0.00024101535","0.00024101535","0.00024101535"
"3703","0.0002930699","0.0002930699","0.0002930699"
"3740","0.0003720092","0.0003720092","0.0003720092"
"3760","0.00015005784","0.00015005784","0.00015005784"
"3797","0.00042622114","0.00042622114","0.00042622114"
"3817","0.00059104775","0.00059104775","0.00059104775"
"3854","0.00039852134","0.00039852134","0.00039852134"
"3874","0","0","0"
"3911","0.00014300928","0.00014300928","0.00014300928"
"3931","0.00021189783","0.00021189783","0.00021189783"
"3968","0.00020745103","0.00020745103","0.00020745103"
"3988","0","0","0"
"4025","0","0","0"
"4045","0.00011317764","0.00011317764","0.00011317764"
"4082","0.00021317849","0.00021317849","0.00021317849"
"4102","0.00019918548","0.00019918548","0.00019918548"
"4139","0.00021206352","0.00021206352","0.00021206352"
"4159","0","0","0"
"4196","0","0","0"
"4216","0.00018134037","0.00018134037","0.00018134037"
"4253","0","0","0"
"4273","0.00018830613","0.00018830613","0.00018830613"
"4310","0.00008388291","0.00008388291","0.00008388291"
"4330","0","0","0"
"4367","0.00017052481","0.00017052481","0.00017052481"
"4387","0.00029554617","0.00029554617","0.00029554617"
"4424","0.00015185686","0.00015185686","0.00015185686"
"4444","0","0","0"
"4481","0","0","0"
"4501","0.00031287622","0.00031287622","0.00031287622"
"4538","0","0","0"
"4558","0","0","0"
"4595","0.00022471647","0.00022471647","0.00022471647"
"4615","0.0003559426","0.0003559426","0.0003559426"
"4652","0.00019619123","0.00019619123","0.00019619123"
"4672","0","0","0"
"4709","0","0","0"
"4729","0.00031439032","0.00031439032","0.00031439032"
"4766","0.00023996814","0.00023996814","0.00023996814"
"4786","0","0","0"
"4823","0.00017436601","0.00017436601","0.00017436601"
"4843","0","0","0"
"4880","0.00014810605","0.00014810605","0.00014810605"
"4900","0.00021605213","0.00021605213","0.00021605213"
"4937","0.00017936618","0.00017936618","0.00017936618"
"4957","0.0004655129","0.0004655129","0.0004655129"
"4994","0","0","0"
"5014","0.0001564536","0.0001564536","0.0001564536"
"5051","0.00040482872","0.00040482872","0.00040482872"
"5071","0.000047743135","0.000047743135","0.000047743135"
"5108","0.00049593125","0.00049593125","0.00049593125"
"5128","0.000056033954","0.000056033954","0.000056033954"
"5165","0.00021283556","0.00021283556","0.00021283556"
"5185","0.00033642122","0.00033642122","0.00033642122"
"5222","0.0006608943","0.0006608943","0.0006608943"
"5242","0.00016137598","0.00016137598","0.00016137598"
"5279","0.00023877113","0.00023877113","0.00023877113"
"5299","0","0","0"
"5336","0.00046196385","0.00046196385","0.00046196385"
"5356","0.000036230944","0.000036230944","0.000036230944"
"5393","0.00006540628","0.00006540628","0.00006540628"
"5413","0","0","0"
"5450","0","0","0"
"5470","0.00036571908","0.00036571908","0.00036571908"
"5507","0","0","0"
"5527","0.00025450106","0.00025450106","0.00025450106"
"5564","0.00019188262","0.00019188262","0.00019188262"
"5584","0","0","0"
"5621","0.0009741904","0.0009741904","0.0009741904"
"5641","0","0","0"
"5678","0","0","0"
"5698","0.00019663667","0.00019663667","0.00019663667"
"5735","0.00031770451","0.00031770451","0.00031770451"
"5755","0","0","0"
"5792","0.00029954853","0.00029954853","0.00029954853"
"5812","0.00014282254","0.00014282254","0.00014282254"
"5849","0","0","0"
"5869","0.00062125834","0.00062125834","0.00062125834"
"5906","0","0","0"
"5926","0.00039164632","0.00039164632","0.00039164632"
"5963","0","0","0"
"5983","0.0007492642","0.0007492642","0.0007492642"
"6020","0.00010535287","0.00010535287","0.00010535287"
"6040","0.00015236298","0.00015236298","0.00015236298"
"6077","0.0005856938","0.0005856938","0.0005856938"
"6097","0","0","0"
"6134","0","0","0"
"6154","0","0","0"
"6191","0.0002260912","0.0002260912","0.0002260912"
"6211","0","0","0"
"6248","0","0","0"
"6268","0","0","0"
"6305","0.00024303954","0.00024303954","0.00024303954"
"6325","0.00014466113","0.00014466113","0.00014466113"
"6362","0","0","0"
"6382","0","0","0"
"6419","0","0","0"
"6439","0","0","0"
"6476","0.00029706387","0.00029706387","0.00029706387"
"6496","0.00031902804","0.00031902804","0.00031902804"
"6533","0","0","0"
"6553","0","0","0"
"6590","0","0","0"
"6610","0.0006480293","0.0006480293","0.0006480293"
"6647","0.0002626944","0.0002626944","0.0002626944"
"6667","0.00057859404","0.00057859404","0.00057859404"
"6704","0","0","0"
"6724","0.0006396464","0.0006396464","0.0006396464"
"6761","0.0009678585","0.0009678585","0.0009678585"
"6781","0","0","0"
"6818","0","0","0"
"6838","0.0006559102","0.0006559102","0.0006559102"
"6875","0.00015594311","0.00015594311","0.00015594311"
"6895","0.0002923668","0.0002923668","0.0002923668"
"6932","0.0005989031","0.0005989031","0.0005989031"
"6952","0.000293581","0.000293581","0.000293581"
"6989","0.0001867844","0.0001867844","0.0001867844"
"7009","0.00007764208","0.00007764208","0.00007764208"
"7046","0.0003222845","0.0003222845","0.0003222845"
"7066","0","0","0"
"7103","0.00019356221","0.00019356221","0.00019356221"
"7123","0.0006433129","0.0006433129","0.0006433129"
"7160","0.00018499701","0.00018499701","0.00018499701"
"7180","0.00011049045","0.00011049045","0.00011049045"
"7217","0.00009264805","0.00009264805","0.00009264805"
"7237","0","0","0"
"7274","0.00029642953","0.00029642953","0.00029642953"
"7294","0.0002814579","0.0002814579","0.0002814579"
"7331","0","0","0"
"7351","0.00022801025","0.00022801025","0.00022801025"
"7388","0.00084593263","0.00084593263","0.00084593263"
"7408","0.0010535079","0.0010535079","0.0010535079"
"7445","0","0","0"
"7465","0","0","0"
"7502","0.00015279397","0.00015279397","0.00015279397"
"7522","0.00060681225","0.00060681225","0.00060681225"
"7559","0.00011682254","0.00011682254","0.00011682254"
"7579","0.00010650124","0.00010650124","0.00010650124"
"7616","0.00020419134","0.00020419134","0.00020419134"
"7636","0","0","0"
"7673","0.00024996698","0.00024996698","0.00024996698"
"7693","0.00014633934","0.00014633934","0.00014633934"
"7730","0.00020912681","0.00020912681","0.00020912681"
"7750","0.00025682113","0.00025682113","0.00025682113"
"7787","0","0","0"
"7807","0.000057401594","0.000057401594","0.000057401594"
"7844","0","0","0"
"7864","0","0","0"
"7901","0.00021422349","0.00021422349","0.00021422349"
"7921","0.00039074913","0.00039074913","0.00039074913"
"7958","0.0003888204","0.0003888204","0.0003888204"
"7978","0.00037389266","0.00037389266","0.00037389266"
"8015","0.00014275915","0.00014275915","0.00014275915"
"8035","0.0003873778","0.0003873778","0.0003873778"
"8072","0","0","0"
"8092","0","0","0"
"8129","0.00033237273","0.00033237273","0.00033237273"
"8149","0.0005391334","0.0005391334","0.0005391334"
"8186","0.0001889169","0.0001889169","0.0001889169"
"8206","0","0","0"
"8243","0.0004201278","0.0004201278","0.0004201278"
"8263","0.00013347717","0.00013347717","0.00013347717"
"8300","0.00006860847","0.00006860847","0.00006860847"
"8320","0.0002416734","0.0002416734","0.0002416734"
"8357","0.0003965484","0.0003965484","0.0003965484"
"8377","0.0003874264","0.0003874264","0.0003874264"
"8414","0.00048346273","0.00048346273","0.00048346273"
"8434","0.0002907679","0.0002907679","0.0002907679"
"8471","0.00031006482","0.00031006482","0.00031006482"
"8491","0.0003068443","0.0003068443","0.0003068443"
"8528","0","0","0"
"8548","0.00038788866","0.00038788866","0.00038788866"
"8585","0","0","0"
"8605","0","0","0"
"8642","0","0","0"
"8662","0.0004377468","0.0004377468","0.0004377468"
"8699","0","0","0"
"8719","0.0002464046","0.0002464046","0.0002464046"
"8756","0","0","0"
"8776","0","0","0"
"8813","0","0","0"
"8833","0.0005226506","0.0005226506","0.0005226506"
"8870","0","0","0"
"8890","0","0","0"
"8927","0","0","0"
"8947","0.0002735032","0.0002735032","0.0002735032"
"8984","0","0","0"
"9004","0.00040932393","0.00040932393","0.00040932393"
"9041","0","0","0"
"9061","0","0","0"
"9098","0.00037754697","0.00037754697","0.00037754697"
"9118","0.00016989197","0.00016989197","0.00016989197"
"9155","0.00043646514","0.00043646514","0.00043646514"
"9175","0.00015341604","0.00015341604","0.00015341604"
"9212","0.000262073","0.000262073","0.000262073"
"9232","0.00051708345","0.00051708345","0.00051708345"
"9269","0.0005198128","0.0005198128","0.0005198128"
"9289","0","0","0"
"9326","0","0","0"
"9346","0","0","0"
"9383","0.00022484109","0.00022484109","0.00022484109"
"9403","0.00024961273","0.00024961273","0.00024961273"
"9440","0","0","0"
"9460","0","0","0"
"9497","0","0","0"
"9517","0.00044433438","0.00044433438","0.00044433438"
"9554","0.00054300425","0.00054300425","0.00054300425"
"9574","0.00014462673","0.00014462673","0.00014462673"
"9611","0","0","0"
"9631","0.0003780509","0.0003780509","0.0003780509"
"9668","0.00034864692","0.00034864692","0.00034864692"
"9688","0","0","0"
"9725","0","0","0"
"9745","0","0","0"
"9782","0","0","0"
"9802","0.00027034534","0.00027034534","0.00027034534"
"9839","0.00032635746","0.00032635746","0.00032635746"
"9859","0.00044952452","0.00044952452","0.00044952452"
"9896","0.00016459945","0.00016459945","0.00016459945"
"9916","0","0","0"
"9953","0.0004450755","0.0004450755","0.0004450755"
"9973","0.0006256225","0.0006256225","0.0006256225"
"10010","0.0006047607","0.0006047607","0.0006047607"
"10030","0","0","0"
"10067","0","0","0"
"10087","0.00022374574","0.00022374574","0.00022374574"
"10124","0.00045458242","0.00045458242","0.00045458242"
"10144","0","0","0"
"10181","0.0003294386","0.0003294386","0.0003294386"
"10201","0.00084212836","0.00084212836","0.00084212836"
"10238","0.0001622907","0.0001622907","0.0001622907"
"10258","0.0004040923","0.0004040923","0.0004040923"
"10295","0","0","0"
"10315","0","0","0"
"10352","0.00038675463","0.00038675463","0.00038675463"
"10372","0.00015694692","0.00015694692","0.00015694692"
"10409","0.0002251599","0.0002251599","0.0002251599"
"10429","0.00013335793","0.00013335793","0.00013335793"
"10466","0.00023982821","0.00023982821","0.00023982821"
"10486","0.00033424926","0.00033424926","0.00033424926"
"10523","0.00043228152","0.00043228152","0.00043228152"
"10543","0.0001890189","0.0001890189","0.0001890189"
"10580","0.00026439206","0.00026439206","0.00026439206"
"10600","0.00036662156","0.00036662156","0.00036662156"
"10637","0.00014595962","0.00014595962","0.00014595962"
"10657","0","0","0"
"10694","0","0","0"
"10714","0.00014591815","0.00014591815","0.00014591815"
"10751","0","0","0"
"10771","0.00020837782","0.00020837782","0.00020837782"
"10808","0.00035785392","0.00035785392","0.00035785392"
"10828","0","0","0"
"10865","0.0001412911","0.0001412911","0.0001412911"
"10885","0.00020847365","0.00020847365","0.00020847365"
"10922","0","0","0"
"10942","0.00047729438","0.00047729438","0.00047729438"
"10979","0","0","0"
"10999","0","0","0"
"11036","0.00022716516","0.00022716516","0.00022716516"
"11056","0.0002029234","0.0002029234","0.0002029234"
"11093","0","0","0"
"11113","0.0008202405","0.0008202405","0.0008202405"
"11150","0.00031851244","0.00031851244","0.00031851244"
"11170","0","0","0"
"11207","0","0","0"
"11227","0.0008566842","0.0008566842","0.0008566842"
"11264","0.0004224928","0.0004224928","0.0004224928"
"11284","0.00041491227","0.00041491227","0.00041491227"
"11321","0.00037561977","0.00037561977","0.00037561977"
"11341","0","0","0"
"11378","0.0004540306","0.0004540306","0.0004540306"
"11398","0.0002903669","0.0002903669","0.0002903669"
"11435","0.00015930328","0.00015930328","0.00015930328"
"11455","0","0","0"
"11492","0.00032365194","0.00032365194","0.00032365194"
"11512","0.000074681455","0.000074681455","0.000074681455"
"11549","0.0002954646","0.0002954646","0.0002954646"
"11569","0.00020217804","0.00020217804","0.00020217804"
"11606","0.0004770856","0.0004770856","0.0004770856"
"11626","0.00050273875","0.00050273875","0.00050273875"
"11663","0.0003869834","0.0003869834","0.0003869834"
"11683","0.00065536366","0.00065536366","0.00065536366"
"11720","0","0","0"
"11740","0.0006483942","0.0006483942","0.0006483942"
"11777","0","0","0"
"11797","0.00034718026","0.00034718026","0.00034718026"
"11834","0.0005097582","0.0005097582","0.0005097582"
"11854","0.00032889895","0.00032889895","0.00032889895"
"11891","0.00042228296","0.00042228296","0.00042228296"
"11911","0.00006396905","0.00006396905","0.00006396905"
"11948","0.000115008195","0.000115008195","0.000115008195"
"11968","0","0","0"
"12005","0.00005181406","0.00005181406","0.00005181406"
"12025","0.00012721421","0.00012721421","0.00012721421"
"12062","0.0001469351","0.0001469351","0.0001469351"
"12082","0.0009100359","0.0009100359","0.0009100359"
"12119","0.000304586","0.000304586","0.000304586"
"12139","0.00049433677","0.00049433677","0.00049433677"
"12176","0.00031291114","0.00031291114","0.00031291114"
"12196","0","0","0"
"12233","0","0","0"
"12253","0.0004338667","0.0004338667","0.0004338667"
"12290","0.00051384635","0.00051384635","0.00051384635"
"12310","0","0","0"
"12347","0.00047660116","0.00047660116","0.00047660116"
"12367","0.000299592","0.000299592","0.000299592"
"12404","0.0003847329","0.0003847329","0.0003847329"
"12424","0.00034264827","0.00034264827","0.00034264827"
"12461","0.00013174319","0.00013174319","0.00013174319"
"12481","0.00012587772","0.00012587772","0.00012587772"
"12518","0.00022750294","0.00022750294","0.00022750294"
"12538","0","0","0"
"12575","0","0","0"
"12595","0.00024727464","0.00024727464","0.00024727464"
"12632","0.00032908013","0.00032908013","0.00032908013"
"12652","0.00027699728","0.00027699728","0.00027699728"
"12689","0","0","0"
"12709","0.00069633767","0.00069633767","0.00069633767"
"12746","0","0","0"
"12766","0.00014496494","0.00014496494","0.00014496494"
"12803","0.00054125715","0.00054125715","0.00054125715"
"12823","0.0003190114","0.0003190114","0.0003190114"
"12860","0","0","0"
"12880","0","0","0"
"12917","0.00045106502","0.00045106502","0.00045106502"
"12937","0.00010072668","0.00010072668","0.00010072668"
"12974","0.0003068987","0.0003068987","0.0003068987"
"12994","0","0","0"
"13031","0.00019253517","0.00019253517","0.00019253517"
"13051","0.00035220128","0.00035220128","0.00035220128"
"13088","0.00053470075","0.00053470075","0.00053470075"
"13108","0.00014299799","0.00014299799","0.00014299799"
"13145","0.0009122315","0.0009122315","0.0009122315"
"13165","0.00059444725","0.00059444725","0.00059444725"
"13202","0.00016392763","0.00016392763","0.00016392763"
"13222","0.0004973777","0.0004973777","0.0004973777"
"13259","0.00031482175","0.00031482175","0.00031482175"
"13279","0.0004044199","0.0004044199","0.0004044199"
"13316","0.00039839797","0.00039839797","0.00039839797"
"13336","0.0004256346","0.0004256346","0.0004256346"
"13373","0.00080733106","0.00080733106","0.00080733106"
"13393","0.00042076744","0.00042076744","0.00042076744"
"13430","0.000365485","0.000365485","0.000365485"
"13450","0.00029775244","0.00029775244","0.00029775244"
"13487","0","0","0"
"13507","0.0003511491","0.0003511491","0.0003511491"
"13544","0.00016024192","0.00016024192","0.00016024192"
"13564","0.00025408316","0.00025408316","0.00025408316"
"13601","0.00016136451","0.00016136451","0.00016136451"
"13621","0.00036800097","0.00036800097","0.00036800097"
"13658","0.00020424674","0.00020424674","0.00020424674"
"13678","0.00017179933","0.00017179933","0.00017179933"
"13715","0","0","0"
"13735","0.0009797221","0.0009797221","0.0009797221"
"13772","0","0","0"
"13792","0.0003847475","0.0003847475","0.0003847475"
"13829","0.00056807406","0.00056807406","0.00056807406"
"13849","0.00015097052","0.00015097052","0.00015097052"
"13886","0.00047121098","0.00047121098","0.00047121098"
"13906","0.0007291659","0.0007291659","0.0007291659"
