"Step","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)__MIN","Feb13_10-59-31_PPO - Episode / Total timesteps (mean)__MAX"
"6714","137.85287","137.85287","137.85287"
"6742","120.19392","120.19392","120.19392"
"6759","125.39031","125.39031","125.39031"
"6771","121.04271","121.04271","121.04271"
"6791","131.73149","131.73149","131.73149"
"6816","117.59568","117.59568","117.59568"
"6828","120.10747","120.10747","120.10747"
"6848","116.39733","116.39733","116.39733"
"6865","111.2429","111.2429","111.2429"
"6885","126.14453","126.14453","126.14453"
"6905","122.01631","122.01631","122.01631"
"6930","117.621544","117.621544","117.621544"
"6950","117.57407","117.57407","117.57407"
"6962","133.6848","133.6848","133.6848"
"6979","116.23124","116.23124","116.23124"
"6999","118.37272","118.37272","118.37272"
"7019","108.41358","108.41358","108.41358"
"7036","123.70991","123.70991","123.70991"
"7056","128.50655","128.50655","128.50655"
"7076","147.50206","147.50206","147.50206"
"7093","128.24574","128.24574","128.24574"
"7113","143.78888","143.78888","143.78888"
"7133","115.70297","115.70297","115.70297"
"7150","124.24517","124.24517","124.24517"
"7170","143.40689","143.40689","143.40689"
"7198","117.77501","117.77501","117.77501"
"7207","131.04086","131.04086","131.04086"
"7227","120.46488","120.46488","120.46488"
"7255","170.60164","170.60164","170.60164"
"7272","124.06975","124.06975","124.06975"
"7284","123.25551","123.25551","123.25551"
"7304","121.23444","121.23444","121.23444"
"7321","133.04765","133.04765","133.04765"
"7341","123.72751","123.72751","123.72751"
"7361","120.041306","120.041306","120.041306"
"7378","125.68058","125.68058","125.68058"
"7398","126.18534","126.18534","126.18534"
"7418","126.95619","126.95619","126.95619"
"7435","122.26426","122.26426","122.26426"
"7463","133.97733","133.97733","133.97733"
"7483","123.81835","123.81835","123.81835"
"7492","128.57085","128.57085","128.57085"
"7512","130.01088","130.01088","130.01088"
"7532","123.93752","123.93752","123.93752"
"7549","134.28195","134.28195","134.28195"
"7577","115.5083","115.5083","115.5083"
"7597","118.87811","118.87811","118.87811"
"7606","115.2661","115.2661","115.2661"
"7626","117.44005","117.44005","117.44005"
"7646","135.00096","135.00096","135.00096"
"7663","127.99279","127.99279","127.99279"
"7691","119.815254","119.815254","119.815254"
"7703","112.4661","112.4661","112.4661"
"7720","117.40236","117.40236","117.40236"
"7740","115.61541","115.61541","115.61541"
"7760","124.47319","124.47319","124.47319"
"7777","117.702805","117.702805","117.702805"
"7797","115.22402","115.22402","115.22402"
"7817","121.26497","121.26497","121.26497"
"7834","116.01677","116.01677","116.01677"
"7854","121.09522","121.09522","121.09522"
"7874","117.50887","117.50887","117.50887"
"7891","130.35611","130.35611","130.35611"
"7911","121.682","121.682","121.682"
"7931","127.362305","127.362305","127.362305"
"7948","147.10025","147.10025","147.10025"
"7976","128.06078","128.06078","128.06078"
