"Step","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)__MIN","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)__MAX"
"9344","612.91864","612.91864","612.91864"
"9364","513.3979","513.3979","513.3979"
"9381","576.9028","576.9028","576.9028"
"9393","460.27917","460.27917","460.27917"
"9421","568.4097","568.4097","568.4097"
"9438","729.9941","729.9941","729.9941"
"9458","696.18463","696.18463","696.18463"
"9470","682.6275","682.6275","682.6275"
"9495","625.7527","625.7527","625.7527"
"9507","586.9388","586.9388","586.9388"
"9535","699.52","699.52","699.52"
"9552","462.08633","462.08633","462.08633"
"9572","490.2779","490.2779","490.2779"
"9592","540.46967","540.46967","540.46967"
"9601","514.0601","514.0601","514.0601"
"9629","546.3787","546.3787","546.3787"
"9641","612.1253","612.1253","612.1253"
"9658","607.4625","607.4625","607.4625"
"9686","498.10715","498.10715","498.10715"
"9706","653.35065","653.35065","653.35065"
"9723","335.49725","335.49725","335.49725"
"9735","549.49414","549.49414","549.49414"
"9755","504.50687","504.50687","504.50687"
"9772","552.5389","552.5389","552.5389"
"9792","485.85532","485.85532","485.85532"
"9820","535.1782","535.1782","535.1782"
"9837","509.3557","509.3557","509.3557"
"9857","678.3103","678.3103","678.3103"
"9869","439.6428","439.6428","439.6428"
"9894","307.16586","307.16586","307.16586"
"9914","639.5842","639.5842","639.5842"
"9934","689.5536","689.5536","689.5536"
"9943","529.0358","529.0358","529.0358"
"9963","503.22815","503.22815","503.22815"
"9983","596.98334","596.98334","596.98334"
"10011","640.0724","640.0724","640.0724"
"10028","359.48962","359.48962","359.48962"
"10040","529.9938","529.9938","529.9938"
"10065","595.49854","595.49854","595.49854"
"10077","438.45053","438.45053","438.45053"
"10105","603.0184","603.0184","603.0184"
"10114","607.8562","607.8562","607.8562"
"10142","441.11725","441.11725","441.11725"
"10162","536.3997","536.3997","536.3997"
"10179","535.91174","535.91174","535.91174"
"10191","337.1449","337.1449","337.1449"
"10219","608.36536","608.36536","608.36536"
"10228","554.2893","554.2893","554.2893"
"10256","452.87732","452.87732","452.87732"
"10276","482.9951","482.9951","482.9951"
"10293","690.72","690.72","690.72"
"10305","529.0692","529.0692","529.0692"
"10333","521.9038","521.9038","521.9038"
"10342","452.18527","452.18527","452.18527"
"10370","368.15356","368.15356","368.15356"
"10390","604.80206","604.80206","604.80206"
"10407","397.41254","397.41254","397.41254"
"10419","563.5812","563.5812","563.5812"
"10447","528.8643","528.8643","528.8643"
"10464","422.0982","422.0982","422.0982"
"10484","635.1286","635.1286","635.1286"
"10504","491.22424","491.22424","491.22424"
"10513","347.68893","347.68893","347.68893"
"10541","549.3961","549.3961","549.3961"
"10561","495.31888","495.31888","495.31888"
"10578","534.61694","534.61694","534.61694"
"10598","526.60114","526.60114","526.60114"
"10618","458.41595","458.41595","458.41595"
"10635","451.61533","451.61533","451.61533"
"10655","750","750","750"
"10675","428.04205","428.04205","428.04205"
"10692","750","750","750"
"10712","500.54385","500.54385","500.54385"
"10732","555.88745","555.88745","555.88745"
"10749","557.22614","557.22614","557.22614"
"10769","510.07452","510.07452","510.07452"
"10781","544.26495","544.26495","544.26495"
"10806","656.9008","656.9008","656.9008"
"10826","642.0033","642.0033","642.0033"
"10846","525.1886","525.1886","525.1886"
"10863","375.0161","375.0161","375.0161"
"10883","548.93085","548.93085","548.93085"
"10903","637.42377","637.42377","637.42377"
"10912","632.15533","632.15533","632.15533"
"10940","687.5833","687.5833","687.5833"
"10960","454.12283","454.12283","454.12283"
"10977","664.663","664.663","664.663"
"10997","522.9392","522.9392","522.9392"
"11017","442.3597","442.3597","442.3597"
"11034","455.24417","455.24417","455.24417"
"11054","486.6672","486.6672","486.6672"
"11074","710.3618","710.3618","710.3618"
"11083","336.20917","336.20917","336.20917"
"11103","603.69806","603.69806","603.69806"
"11123","604.0644","604.0644","604.0644"
"11148","457.9764","457.9764","457.9764"
"11168","684.0021","684.0021","684.0021"
"11180","585.3117","585.3117","585.3117"
"11205","367.21323","367.21323","367.21323"
"11225","394.18002","394.18002","394.18002"
"11245","556.0868","556.0868","556.0868"
"11262","547.9685","547.9685","547.9685"
"11274","506.537","506.537","506.537"
"11302","349.75134","349.75134","349.75134"
"11319","448.76825","448.76825","448.76825"
"11339","400.89682","400.89682","400.89682"
"11359","303.71655","303.71655","303.71655"
"11376","378.59744","378.59744","378.59744"
"11396","556.60846","556.60846","556.60846"
"11416","425.5834","425.5834","425.5834"
"11433","355.75","355.75","355.75"
"11453","364.47778","364.47778","364.47778"
"11465","512.9095","512.9095","512.9095"
"11490","434.56873","434.56873","434.56873"
"11502","616.07","616.07","616.07"
"11530","662.33075","662.33075","662.33075"
"11539","502.04312","502.04312","502.04312"
"11567","594.6759","594.6759","594.6759"
"11587","625.78","625.78","625.78"
"11596","402.80817","402.80817","402.80817"
