"Step","Feb12_23-20-55_PPO - Reward / Total reward (mean)","Feb12_23-20-55_PPO - Reward / Total reward (mean)__MIN","Feb12_23-20-55_PPO - Reward / Total reward (mean)__MAX"
"4468","1.4529996","1.4529996","1.4529996"
"4488","1.6474707","1.6474707","1.6474707"
"4516","1.6759616","1.6759616","1.6759616"
"4533","1.515834","1.515834","1.515834"
"4545","1.4223452","1.4223452","1.4223452"
"4565","1.5476807","1.5476807","1.5476807"
"4582","1.6424005","1.6424005","1.6424005"
"4610","1.5886998","1.5886998","1.5886998"
"4622","1.5235614","1.5235614","1.5235614"
"4639","1.6769186","1.6769186","1.6769186"
"4659","1.5834695","1.5834695","1.5834695"
"4679","1.6640311","1.6640311","1.6640311"
"4704","1.6759732","1.6759732","1.6759732"
"4724","1.6946777","1.6946777","1.6946777"
"4736","1.603288","1.603288","1.603288"
"4753","1.6644624","1.6644624","1.6644624"
"4773","1.447492","1.447492","1.447492"
"4793","1.4459798","1.4459798","1.4459798"
"4818","1.6102821","1.6102821","1.6102821"
"4830","1.6124542","1.6124542","1.6124542"
"4858","1.6138158","1.6138158","1.6138158"
"4867","1.5950729","1.5950729","1.5950729"
"4887","1.7032602","1.7032602","1.7032602"
"4907","1.6507441","1.6507441","1.6507441"
"4924","1.4829881","1.4829881","1.4829881"
"4952","1.6373152","1.6373152","1.6373152"
"4972","1.6993989","1.6993989","1.6993989"
"4989","1.5842488","1.5842488","1.5842488"
"5001","1.6555437","1.6555437","1.6555437"
"5021","1.5955483","1.5955483","1.5955483"
"5046","1.6241411","1.6241411","1.6241411"
"5058","1.3844479","1.3844479","1.3844479"
"5078","1.7241204","1.7241204","1.7241204"
"5103","1.5592114","1.5592114","1.5592114"
"5123","1.637451","1.637451","1.637451"
"5135","1.7303352","1.7303352","1.7303352"
"5160","1.5731469","1.5731469","1.5731469"
"5172","1.3522893","1.3522893","1.3522893"
"5192","1.6719652","1.6719652","1.6719652"
"5217","1.6676174","1.6676174","1.6676174"
"5237","1.5534022","1.5534022","1.5534022"
"5249","1.5540984","1.5540984","1.5540984"
"5274","1.6843542","1.6843542","1.6843542"
"5294","1.5917788","1.5917788","1.5917788"
"5306","1.5900247","1.5900247","1.5900247"
"5323","1.7151963","1.7151963","1.7151963"
"5343","1.5410525","1.5410525","1.5410525"
"5371","1.5900869","1.5900869","1.5900869"
"5388","1.4779625","1.4779625","1.4779625"
"5408","1.5487218","1.5487218","1.5487218"
"5428","1.5794408","1.5794408","1.5794408"
"5445","1.6310464","1.6310464","1.6310464"
"5465","1.3418957","1.3418957","1.3418957"
"5477","1.660556","1.660556","1.660556"
"5502","1.5544411","1.5544411","1.5544411"
"5514","1.3433746","1.3433746","1.3433746"
"5534","1.3019934","1.3019934","1.3019934"
"5559","1.1807741","1.1807741","1.1807741"
"5571","1.6244231","1.6244231","1.6244231"
"5591","1.5745622","1.5745622","1.5745622"
"5608","1.6177878","1.6177878","1.6177878"
"5628","1.405874","1.405874","1.405874"
"5656","1.583149","1.583149","1.583149"
"5673","1.6893995","1.6893995","1.6893995"
"5685","1.574583","1.574583","1.574583"
"5713","1.5520188","1.5520188","1.5520188"
"5730","1.6610367","1.6610367","1.6610367"
"5742","1.6488698","1.6488698","1.6488698"
"5762","1.5218982","1.5218982","1.5218982"
"5779","1.6694614","1.6694614","1.6694614"
"5807","1.6646184","1.6646184","1.6646184"
"5819","1.6745232","1.6745232","1.6745232"
"5836","1.4180422","1.4180422","1.4180422"
"5856","1.6841825","1.6841825","1.6841825"
"5876","1.6347938","1.6347938","1.6347938"
"5901","1.6530519","1.6530519","1.6530519"
"5913","1.6423742","1.6423742","1.6423742"
"5941","1.4834136","1.4834136","1.4834136"
"5958","1.6110903","1.6110903","1.6110903"
"5970","1.642678","1.642678","1.642678"
"5990","1.6823678","1.6823678","1.6823678"
"6007","1.5789963","1.5789963","1.5789963"
"6027","1.6321611","1.6321611","1.6321611"
"6047","1.5379659","1.5379659","1.5379659"
"6072","1.6327897","1.6327897","1.6327897"
"6084","1.7194426","1.7194426","1.7194426"
"6112","1.6005006","1.6005006","1.6005006"
"6121","1.5931706","1.5931706","1.5931706"
"6149","1.6820748","1.6820748","1.6820748"
"6161","1.6694127","1.6694127","1.6694127"
"6178","1.6214837","1.6214837","1.6214837"
"6206","1.6214542","1.6214542","1.6214542"
"6226","1.6821219","1.6821219","1.6821219"
"6235","1.6875356","1.6875356","1.6875356"
"6255","1.648179","1.648179","1.648179"
"6283","1.6057136","1.6057136","1.6057136"
"6300","1.7066698","1.7066698","1.7066698"
"6312","1.3234218","1.3234218","1.3234218"
"6332","1.6119673","1.6119673","1.6119673"
"6357","1.662043","1.662043","1.662043"
"6369","1.6974442","1.6974442","1.6974442"
"6389","1.6596246","1.6596246","1.6596246"
"6406","1.6512339","1.6512339","1.6512339"
"6434","1.648102","1.648102","1.648102"
"6454","1.4998132","1.4998132","1.4998132"
"6463","1.6714636","1.6714636","1.6714636"
"6491","1.3049375","1.3049375","1.3049375"
"6511","1.2962842","1.2962842","1.2962842"
"6528","1.6422454","1.6422454","1.6422454"
"6548","1.6794468","1.6794468","1.6794468"
"6560","1.3788224","1.3788224","1.3788224"
"6577","1.5726194","1.5726194","1.5726194"
"6605","1.590058","1.590058","1.590058"
"6617","1.394055","1.394055","1.394055"
"6642","1.5407708","1.5407708","1.5407708"
"6662","1.6832668","1.6832668","1.6832668"
"6674","1.2557331","1.2557331","1.2557331"
"6699","1.4597921","1.4597921","1.4597921"
"6719","1.6156958","1.6156958","1.6156958"
"6739","1.6014977","1.6014977","1.6014977"
"6756","1.5913304","1.5913304","1.5913304"
"6776","1.6944727","1.6944727","1.6944727"
"6788","1.4115355","1.4115355","1.4115355"
"6813","1.5899985","1.5899985","1.5899985"
"6833","1.6777967","1.6777967","1.6777967"
"6853","1.5509617","1.5509617","1.5509617"
"6870","1.3288336","1.3288336","1.3288336"
"6882","1.6760858","1.6760858","1.6760858"
"6902","1.4287593","1.4287593","1.4287593"
"6919","1.5774873","1.5774873","1.5774873"
"6947","1.3524644","1.3524644","1.3524644"
"6959","1.7298312","1.7298312","1.7298312"
"6976","1.4071182","1.4071182","1.4071182"
"7004","1.5514649","1.5514649","1.5514649"
"7024","1.6069142","1.6069142","1.6069142"
"7033","1.6401358","1.6401358","1.6401358"
"7053","1.5664244","1.5664244","1.5664244"
"7073","1.6412038","1.6412038","1.6412038"
"7090","1.6886524","1.6886524","1.6886524"
"7110","1.6739099","1.6739099","1.6739099"
"7138","1.5491397","1.5491397","1.5491397"
"7155","1.2013614","1.2013614","1.2013614"
"7175","1.3025107","1.3025107","1.3025107"
"7187","1.6032878","1.6032878","1.6032878"
"7212","1.4360043","1.4360043","1.4360043"
"7224","1.5101761","1.5101761","1.5101761"
"7244","1.6236315","1.6236315","1.6236315"
"7261","1.5868663","1.5868663","1.5868663"
"7281","1.3362691","1.3362691","1.3362691"
"7301","1.6546818","1.6546818","1.6546818"
"7318","1.6760148","1.6760148","1.6760148"
"7338","1.5769871","1.5769871","1.5769871"
"7358","1.5922724","1.5922724","1.5922724"
"7383","1.6590415","1.6590415","1.6590415"
"7395","1.6389717","1.6389717","1.6389717"
"7423","1.6665146","1.6665146","1.6665146"
"7432","1.6568724","1.6568724","1.6568724"
"7460","1.582116","1.582116","1.582116"
"7472","1.6225302","1.6225302","1.6225302"
"7497","1.6783463","1.6783463","1.6783463"
"7517","1.4932657","1.4932657","1.4932657"
"7529","1.6650574","1.6650574","1.6650574"
"7554","1.5765184","1.5765184","1.5765184"
"7574","1.6582497","1.6582497","1.6582497"
"7594","1.4781014","1.4781014","1.4781014"
"7603","1.4609956","1.4609956","1.4609956"
"7623","1.5246934","1.5246934","1.5246934"
"7651","1.6533687","1.6533687","1.6533687"
"7660","1.6715518","1.6715518","1.6715518"
"7688","1.6032004","1.6032004","1.6032004"
"7708","1.5288818","1.5288818","1.5288818"
"7717","1.6684904","1.6684904","1.6684904"
"7745","1.5277764","1.5277764","1.5277764"
"7757","1.4534776","1.4534776","1.4534776"
"7774","1.600311","1.600311","1.600311"
"7802","1.3746543","1.3746543","1.3746543"
"7822","1.6610132","1.6610132","1.6610132"
"7839","1.6397246","1.6397246","1.6397246"
"7859","1.6790462","1.6790462","1.6790462"
"7879","1.4426596","1.4426596","1.4426596"
"7896","1.6673087","1.6673087","1.6673087"
"7916","1.5431461","1.5431461","1.5431461"
"7928","1.5686998","1.5686998","1.5686998"
"7945","1.5449457","1.5449457","1.5449457"
"7965","1.4370025","1.4370025","1.4370025"
"7985","1.6466585","1.6466585","1.6466585"
"8010","1.6186019","1.6186019","1.6186019"
"8030","1.6007583","1.6007583","1.6007583"
"8050","1.2531754","1.2531754","1.2531754"
"8059","1.4922135","1.4922135","1.4922135"
"8087","1.5456704","1.5456704","1.5456704"
"8107","1.6877735","1.6877735","1.6877735"
"8124","1.4641836","1.4641836","1.4641836"
"8136","1.6553164","1.6553164","1.6553164"
"8156","1.5103202","1.5103202","1.5103202"
"8181","1.600025","1.600025","1.600025"
"8201","1.3929385","1.3929385","1.3929385"
"8221","1.6372287","1.6372287","1.6372287"
"8230","1.5980444","1.5980444","1.5980444"
"8258","1.5389415","1.5389415","1.5389415"
"8270","1.3031378","1.3031378","1.3031378"
"8295","1.6787828","1.6787828","1.6787828"
"8315","1.6218656","1.6218656","1.6218656"
"8327","1.6139196","1.6139196","1.6139196"
"8344","1.6382402","1.6382402","1.6382402"
"8372","1.6860708","1.6860708","1.6860708"
"8384","1.5861075","1.5861075","1.5861075"
"8409","1.6428658","1.6428658","1.6428658"
"8421","1.6770271","1.6770271","1.6770271"
"8449","1.6950173","1.6950173","1.6950173"
"8458","1.3962548","1.3962548","1.3962548"
"8478","1.7012519","1.7012519","1.7012519"
"8498","1.4799855","1.4799855","1.4799855"
"8523","1.4956613","1.4956613","1.4956613"
"8543","1.6151977","1.6151977","1.6151977"
"8555","1.6887528","1.6887528","1.6887528"
"8572","1.5500141","1.5500141","1.5500141"
"8592","1.5458877","1.5458877","1.5458877"
"8620","1.3168395","1.3168395","1.3168395"
"8637","1.5757263","1.5757263","1.5757263"
"8649","1.6268387","1.6268387","1.6268387"
"8669","1.6365318","1.6365318","1.6365318"
"8694","1.388805","1.388805","1.388805"
"8714","1.6001688","1.6001688","1.6001688"
"8726","1.4607652","1.4607652","1.4607652"
"8751","1.6789845","1.6789845","1.6789845"
"8763","1.6119207","1.6119207","1.6119207"
"8783","1.4309868","1.4309868","1.4309868"
"8808","1.5538445","1.5538445","1.5538445"
"8820","1.3887081","1.3887081","1.3887081"
"8840","1.6868373","1.6868373","1.6868373"
"8857","1.4566511","1.4566511","1.4566511"
"8885","1.5183723","1.5183723","1.5183723"
"8905","1.6002549","1.6002549","1.6002549"
"8914","1.6486475","1.6486475","1.6486475"
"8934","1.675238","1.675238","1.675238"
"8954","1.4918542","1.4918542","1.4918542"
"8979","1.7105151","1.7105151","1.7105151"
"8991","1.5233425","1.5233425","1.5233425"
"9011","1.6490177","1.6490177","1.6490177"
"9036","1.5301046","1.5301046","1.5301046"
"9048","1.6200615","1.6200615","1.6200615"
"9076","1.2182506","1.2182506","1.2182506"
"9093","1.5497758","1.5497758","1.5497758"
"9113","1.6789814","1.6789814","1.6789814"
"9125","1.5900947","1.5900947","1.5900947"
"9142","1.5281987","1.5281987","1.5281987"
"9162","1.6628462","1.6628462","1.6628462"
"9182","1.6831268","1.6831268","1.6831268"
"9199","1.6232601","1.6232601","1.6232601"
"9227","1.6731293","1.6731293","1.6731293"
"9247","1.6990094","1.6990094","1.6990094"
"9264","1.644168","1.644168","1.644168"
"9284","1.5561491","1.5561491","1.5561491"
"9296","1.6598673","1.6598673","1.6598673"
"9313","1.4936326","1.4936326","1.4936326"
"9333","1.5180002","1.5180002","1.5180002"
"9361","1.608474","1.608474","1.608474"
"9370","1.6852534","1.6852534","1.6852534"
"9398","1.6509355","1.6509355","1.6509355"
"9410","1.6629869","1.6629869","1.6629869"
"9427","1.6540774","1.6540774","1.6540774"
"9447","1.6319048","1.6319048","1.6319048"
"9467","1.606776","1.606776","1.606776"
"9492","1.4209865","1.4209865","1.4209865"
"9512","1.5406107","1.5406107","1.5406107"
"9532","1.6927925","1.6927925","1.6927925"
"9549","1.6357222","1.6357222","1.6357222"
"9569","1.4590634","1.4590634","1.4590634"
"9589","1.581925","1.581925","1.581925"
"9606","1.4099848","1.4099848","1.4099848"
"9618","1.6529813","1.6529813","1.6529813"
"9638","1.4589199","1.4589199","1.4589199"
"9655","1.4071175","1.4071175","1.4071175"
"9683","1.582639","1.582639","1.582639"
"9695","1.5879415","1.5879415","1.5879415"
"9712","1.6215353","1.6215353","1.6215353"
"9740","1.6709259","1.6709259","1.6709259"
"9752","1.5692738","1.5692738","1.5692738"
"9769","1.5226572","1.5226572","1.5226572"
"9789","1.5030383","1.5030383","1.5030383"
"9809","1.6037661","1.6037661","1.6037661"
"9834","1.6173327","1.6173327","1.6173327"
"9854","1.39722","1.39722","1.39722"
"9866","1.5904086","1.5904086","1.5904086"
"9891","1.4498227","1.4498227","1.4498227"
"9911","1.3998437","1.3998437","1.3998437"
"9931","1.6112498","1.6112498","1.6112498"
"9940","1.6644181","1.6644181","1.6644181"
"9960","1.5394663","1.5394663","1.5394663"
"9980","1.4111705","1.4111705","1.4111705"
"9997","1.2754163","1.2754163","1.2754163"
"10017","1.6381888","1.6381888","1.6381888"
"10037","1.6624773","1.6624773","1.6624773"
"10054","1.3309746","1.3309746","1.3309746"
"10082","1.5497253","1.5497253","1.5497253"
"10102","1.5924857","1.5924857","1.5924857"
"10119","1.701961","1.701961","1.701961"
"10139","1.3981568","1.3981568","1.3981568"
"10159","1.685347","1.685347","1.685347"
"10176","1.5712404","1.5712404","1.5712404"
"10188","1.6574061","1.6574061","1.6574061"
"10216","1.6154871","1.6154871","1.6154871"
"10225","1.5379248","1.5379248","1.5379248"
"10245","1.5648878","1.5648878","1.5648878"
"10273","1.608265","1.608265","1.608265"
"10290","1.5497631","1.5497631","1.5497631"
"10302","1.4783331","1.4783331","1.4783331"
"10322","1.6755122","1.6755122","1.6755122"
"10347","1.5176363","1.5176363","1.5176363"
"10367","1.3504325","1.3504325","1.3504325"
"10387","1.7059612","1.7059612","1.7059612"
"10404","1.5811855","1.5811855","1.5811855"
"10416","1.4611763","1.4611763","1.4611763"
"10436","1.3062972","1.3062972","1.3062972"
"10461","1.6332387","1.6332387","1.6332387"
"10481","1.7013597","1.7013597","1.7013597"
"10493","1.613558","1.613558","1.613558"
"10510","1.3245162","1.3245162","1.3245162"
"10538","1.4888518","1.4888518","1.4888518"
"10558","1.673238","1.673238","1.673238"
"10575","1.5950513","1.5950513","1.5950513"
"10595","1.7201169","1.7201169","1.7201169"
"10615","1.0383052","1.0383052","1.0383052"
"10624","1.656267","1.656267","1.656267"
"10652","1.5365229","1.5365229","1.5365229"
"10664","1.6717759","1.6717759","1.6717759"
"10689","1.3539635","1.3539635","1.3539635"
"10701","1.4489298","1.4489298","1.4489298"
"10729","1.592994","1.592994","1.592994"
"10746","1.5564666","1.5564666","1.5564666"
"10758","1.5340418","1.5340418","1.5340418"
"10786","1.6361662","1.6361662","1.6361662"
"10795","1.5737273","1.5737273","1.5737273"
"10823","1.2561877","1.2561877","1.2561877"
"10843","1.6650784","1.6650784","1.6650784"
"10860","1.5389708","1.5389708","1.5389708"
"10880","1.5857606","1.5857606","1.5857606"
"10900","1.5946518","1.5946518","1.5946518"
"10909","1.7019074","1.7019074","1.7019074"
"10929","1.5899773","1.5899773","1.5899773"
"10957","1.580409","1.580409","1.580409"
"10966","1.3578382","1.3578382","1.3578382"
"10986","1.6489279","1.6489279","1.6489279"
"11014","1.3996962","1.3996962","1.3996962"
"11031","1.1928003","1.1928003","1.1928003"
"11043","1.6186721","1.6186721","1.6186721"
"11071","1.6740189","1.6740189","1.6740189"
"11080","1.5370984","1.5370984","1.5370984"
"11108","1.6585401","1.6585401","1.6585401"
"11120","1.5562755","1.5562755","1.5562755"
"11145","1.4435602","1.4435602","1.4435602"
"11165","1.5412027","1.5412027","1.5412027"
"11185","1.6837496","1.6837496","1.6837496"
"11194","1.677007","1.677007","1.677007"
"11222","1.4067286","1.4067286","1.4067286"
"11242","1.5601176","1.5601176","1.5601176"
"11251","1.5007762","1.5007762","1.5007762"
"11271","1.3964536","1.3964536","1.3964536"
"11291","1.6753908","1.6753908","1.6753908"
"11316","1.5298202","1.5298202","1.5298202"
"11336","1.3684165","1.3684165","1.3684165"
"11356","1.6292162","1.6292162","1.6292162"
"11365","1.62992","1.62992","1.62992"
"11393","1.4695942","1.4695942","1.4695942"
"11413","1.6953275","1.6953275","1.6953275"
"11422","1.6127244","1.6127244","1.6127244"
"11442","1.4151621","1.4151621","1.4151621"
"11470","1.4848278","1.4848278","1.4848278"
"11479","1.6797752","1.6797752","1.6797752"
"11499","1.6139085","1.6139085","1.6139085"
"11519","1.3909351","1.3909351","1.3909351"
"11544","1.519267","1.519267","1.519267"
"11556","1.3492415","1.3492415","1.3492415"
